"date_time_utc","Latitude","Longitude","Patm_mbar","Temperature_raw_C","Temperature_adj_C","CTDSAL_PSS78","Type","xCO2_dry_ppm","Std_Offset_ppm","xCO2_EQU_corr_ppm","xCO2_ATM_interp_ppm","xCO2_ATM_ppm","fCO2_water_microatm","fCO2_ATM_interp_microatm","dfCO2_microatm","U_10_MSY_m_s","Sc_35ppt","k_cm_hr_35ppt","K_mol_L_atm","F_mol_m2_s","F_mmol_m2_d","F_micromol_m2_s"
2022-10-12 17:39:00,28.814539,-89.606367,1016.43511767,25.8515166933333,25.8515166933333,26.5642576533333,"EQU",417.03,NA,381.394,342.4736,NA,351.92,331.4,20.52,4.18358903626116,501.811801086961,1.20427111646308,0.0295192820333572,2.02630546769547e-09,0.175072792408889,0.00202630546769547
2022-10-12 17:41:31,28.812149,-89.610903,1016.37759136988,25.8547863466667,25.8547863466667,26.6369148266667,"EQU",421.2,NA,385.557,342.4596,NA,356.93,331.37,25.56,4.27060307819992,501.732429137085,1.22941586132556,0.0295073381384526,2.57565205683663e-09,0.222536337710685,0.00257565205683663
2022-10-12 17:44:02,28.812149,-89.610903,1016.32006506975,25.858056,25.858056,26.709572,"EQU",415.89,NA,380.261,342.4456,NA,353.45,331.33,22.12,4.35761712013868,501.653070138723,1.25456457579255,0.0294953998303427,2.27368308090223e-09,0.196446218189952,0.00227368308090223
2022-10-12 17:46:32,28.812352,-89.615022,1016.2629197385,25.861304,25.861304,26.781748,"EQU",414.12,NA,378.496,342.4318,NA,352.39,331.3,21.09,4.44405491014408,501.574249516844,1.27955067317654,0.0294835461125229,2.21009674724708e-09,0.190952358962148,0.00221009674724708
2022-10-12 17:49:02,28.812352,-89.615022,1016.20577440725,25.864552,25.864552,26.853924,"EQU",413.66,NA,378.039,342.4178,NA,351.87,331.27,20.61,4.53049270014948,501.495441669658,1.30454068863089,0.0294716979022268,2.2010924146292e-09,0.190174384623963,0.0022010924146292
2022-10-12 17:51:32,28.812791,-89.615653,1016.148629076,25.8678,25.8678,26.9261,"EQU",414.28,NA,378.66,342.4039,NA,352.41,331.23,21.18,4.61693049015488,501.416646594258,1.32953462258898,0.0294598551967058,2.30437796725814e-09,0.199098256371104,0.00230437796725814
2022-10-12 17:54:02,28.809562,-89.623259,1016.09148374475,25.8857512252592,25.8857512252592,27.0319942035815,"EQU",413.87,NA,378.253,342.3901,NA,352,331.19,20.82,4.70336828016027,500.981387859219,1.35501430279975,0.0294325981097365,2.30648536971929e-09,0.199280335943746,0.00230648536971929
2022-10-12 17:56:32,28.806435,-89.628381,1016.05640638833,25.9037024505184,25.9037024505184,27.1378884071631,"EQU-DRAIN",412.04,NA,376.428,342.3762,NA,351,331.15,19.85,4.78980607016567,500.546518674447,1.38051584831271,0.0294053754285785,2.23834041131679e-09,0.193392611537771,0.00223834041131679
2022-10-12 17:59:24,28.803257,-89.633523,1016.03213726,25.9242865221489,25.9242865221489,27.2593137606032,"EQU",409.88,NA,374.275,342.3603,NA,347.91,331.12,16.79,4.88892140270519,500.048347487491,1.40978454875315,0.029374202372439,1.93137686257979e-09,0.166870960926894,0.00193137686257979
2022-10-12 18:01:54,28.800113,-89.638656,1016.0109723225,25.9422377474081,25.9422377474081,27.3652079641847,"EQU",409.3,NA,373.698,342.3464,NA,348.51,331.08,17.43,4.97535919271058,499.614312892348,1.43533307735253,0.0293470533916128,2.03944539506892e-09,0.176208082133955,0.00203944539506892
2022-10-12 18:04:24,28.800113,-89.638656,1015.989807385,25.9601889726673,25.9601889726673,27.4711021677663,"EQU",406.57,NA,370.975,342.3325,NA,347.49,331.05,16.44,5.06179698271598,499.18066631901,1.46090351375126,0.0293199386700324,1.95606779845499e-09,0.169004257786511,0.00195606779845499
2022-10-12 18:06:54,28.789137,-89.656887,1015.9686424475,25.9781401979265,25.9781401979265,27.5769963713478,"EQU",405.12,NA,369.53,342.3186,NA,347.66,331.02,16.64,5.14823477272138,498.747407285642,1.48649587149239,0.0292928581612631,2.01268716576742e-09,0.173896171122305,0.00201268716576742
2022-10-12 18:09:24,28.786018,-89.662122,1015.94747751,25.9960914231857,25.9960914231857,27.6828905749293,"EQU",400.28,NA,364.701,342.3048,NA,343.32,330.99,12.33,5.23467256272677,498.31453531229,1.51211016413692,0.0292658118189398,1.51566975432495e-09,0.130953866773676,0.00151566975432495
2022-10-12 18:11:54,28.782905,-89.66739,1015.9263125725,26.0140426484449,26.0140426484449,27.7887847785108,"EQU",402.89,NA,367.307,342.2909,NA,345.1,330.96,14.14,5.32111035273217,497.882049920885,1.53774640526362,0.0292387995967666,1.7660019052625e-09,0.15258256461468,0.0017660019052625
2022-10-12 18:14:24,28.779744,-89.672604,1015.905147635,26.0319938737041,26.0319938737041,27.8946789820924,"EQU",404.54,NA,368.956,342.2769,NA,347.78,330.93,16.85,5.40754814273757,497.449950635238,1.56340460846899,0.0292118214485161,2.13760486728711e-09,0.184689060533606,0.00213760486728711
2022-10-12 18:16:54,28.776676,-89.677907,1015.8518119925,26.0499450989632,26.0499450989632,28.0005731856739,"EQU",403.35,NA,367.77,342.2631,NA,348.12,330.88,17.24,5.49398593274296,497.018236981049,1.58908478736704,0.0291848773280309,2.22095471281516e-09,0.19189048718723,0.00222095471281516
2022-10-12 18:19:24,28.774015,-89.683823,1015.78831718,26.0678963242224,26.0678963242224,28.1064673892554,"EQU",403.92,NA,368.341,342.2492,NA,347.69,330.84,16.85,5.58042372274836,496.586908485891,1.61478695558926,0.0291579671892208,2.20378833446336e-09,0.190407312097635,0.00220378833446336
2022-10-12 18:21:54,28.774502,-89.684516,1015.7248223675,26.0858475494816,26.0858475494816,28.2123615928369,"EQU",408.03,NA,372.445,342.2354,NA,350.09,330.79,19.3,5.66686151275375,496.155964679227,1.64051112678443,0.0291310909860656,2.56206850758776e-09,0.221362719055583,0.00256206850758777
2022-10-12 18:24:24,28.774502,-89.684516,1015.661327555,26.1037987747408,26.1037987747408,28.3182557964185,"EQU",411.86,NA,376.27,342.2214,NA,352.2,330.75,21.45,5.75329930275914,495.725405092402,1.66625731461848,0.029104248672613,2.88950371455082e-09,0.249653120937191,0.00288950371455082
2022-10-12 18:26:54,28.773828,-89.691028,1015.5978327425,26.12175,26.12175,28.42415,"EQU-DRAIN",413.78,NA,378.189,342.2075,NA,351.62,330.7,20.92,5.83973709276454,495.295229258644,1.69202553277443,0.0290774402029792,2.85905337381756e-09,0.247022211497837,0.00285905337381756
2022-10-12 18:29:46,28.773828,-89.691028,1015.5250253575,26.1456155623365,26.1456155623365,28.5633882737576,"EQU",417.61,NA,382.015,342.1916,NA,358.06,330.65,27.41,5.93885242530407,494.723918098916,1.72173682806823,0.0290420493289779,3.8071550364091e-09,0.328938195145746,0.0038071550364091
2022-10-12 18:32:15,28.767707,-89.700986,1015.46195384375,26.1662897994769,26.1662897994769,28.6840074760244,"EQU",415.49,NA,379.9,342.1779,NA,356.24,330.6,25.65,6.02471396337609,494.229549986391,1.7475023471612,0.029011438695831,3.61220095160351e-09,0.312094162218544,0.00361220095160352
2022-10-12 18:34:46,28.764592,-89.705856,1015.3980357325,26.1872415431561,26.1872415431561,28.806245727986,"EQU",415.44,NA,379.852,342.1639,NA,357.02,330.55,26.47,6.11172800531485,493.729063178168,1.77363953691544,0.0289804623235594,3.77939349507862e-09,0.326539597974793,0.00377939349507862
2022-10-12 18:37:16,28.761448,-89.710811,1015.33518057144,26.2080545335658,26.2080545335658,28.9276744551003,"EQU",415.04,NA,379.455,342.15,NA,355.47,330.5,24.97,6.19816579532025,493.232405541234,1.79962939057587,0.0289497360149227,3.61363036298121e-09,0.312217663361577,0.00361363036298121
2022-10-12 18:39:46,28.758266,-89.715694,1015.27239125686,26.2288675239756,26.2288675239756,29.0491031822145,"EQU",418.08,NA,382.492,342.1361,NA,357.42,330.46,26.96,6.28460358532564,492.736260171215,1.82564493516759,0.0289190544090554,3.95382817696718e-09,0.341610754489965,0.00395382817696719
2022-10-12 18:42:16,28.751976,-89.725587,1015.20960194228,26.2496805143854,26.2496805143854,29.1705319093287,"EQU",420.38,NA,384.791,342.1222,NA,360.81,330.41,30.4,6.37104137533104,492.240626360835,1.85168618930161,0.0288884174361481,4.51712617043828e-09,0.390279701125867,0.00451712617043828
2022-10-12 18:44:46,28.751976,-89.725587,1015.14681262769,26.2704935047951,26.2704935047951,29.2919606364429,"EQU",421.35,NA,385.762,342.1084,NA,361.72,330.36,31.36,6.45747916533644,491.745503406221,1.8777531716134,0.0288578250265117,4.72036577955636e-09,0.407839603353669,0.00472036577955636
