#
#
# US Geological Survey, Water Resources Data
# retrieved: 2023-06-11 20:48:46 EDT      (sdww02)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 07374525 Mississippi River at Belle Chasse, LA
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		61182	
#
# Data heading explanations.
# begin_yr_dt ... First complete water year of data of daily mean values for this day.
# end_yr_dt   ... Last complete water year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
5s	15s	5s	11n	3n	3n	6n	6n	8n	5n	12s	5n	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s
USGS	07374525	00060	61182	6	19	2009	2022	14	2019	1130000	2012	236000	693000		335000	559000	561000	679000	844000	887000	1020000	
USGS	07374525	00060	61182	6	20	2009	2022	14	2019	1090000	2012	228000	678000		325000	538000	548000	664000	806000	853000	984000	
USGS	07374525	00060	61182	6	21	2009	2022	14	2019	1060000	2012	229000	670000		322000	520000	548000	658000	796000	832000	961000	
USGS	07374525	00060	61182	6	22	2009	2022	14	2019	1070000	2012	230000	665000		328000	517000	545000	651000	800000	811000	959000	
USGS	07374525	00060	61182	6	23	2009	2022	14	2019	1060000	2012	230000	654000		333000	501000	541000	647000	785000	787000	949000	
USGS	07374525	00060	61182	6	24	2009	2022	14	2019	1120000	2012	241000	649000		336000	488000	540000	644000	769000	781000	956000	
USGS	07374525	00060	61182	6	25	2009	2022	14	2019	1080000	2012	241000	635000		339000	478000	532000	631000	752000	760000	935000	
USGS	07374525	00060	61182	6	26	2009	2022	14	2019	1070000	2012	247000	624000		350000	461000	513000	613000	737000	749000	924000	
USGS	07374525	00060	61182	6	27	2009	2022	14	2019	1080000	2012	232000	617000		340000	460000	500000	601000	719000	750000	942000	
USGS	07374525	00060	61182	6	28	2009	2022	14	2019	1110000	2012	237000	616000		343000	463000	495000	595000	712000	758000	964000	
USGS	07374525	00060	61182	6	29	2009	2022	14	2019	1070000	2012	232000	607000		339000	451000	488000	592000	698000	755000	944000	
USGS	07374525	00060	61182	6	30	2009	2022	14	2019	1010000	2012	220000	594000		332000	449000	466000	590000	682000	737000	921000	
USGS	07374525	00060	61182	7	1	2009	2022	14	2019	1030000	2012	221000	591000		331000	445000	452000	591000	679000	714000	934000	
USGS	07374525	00060	61182	7	2	2009	2022	14	2019	1040000	2012	224000	587000		329000	450000	452000	582000	666000	683000	946000	
USGS	07374525	00060	61182	7	3	2009	2022	14	2019	1020000	2012	215000	578000		320000	432000	464000	570000	650000	654000	939000	
USGS	07374525	00060	61182	7	4	2009	2022	14	2019	1010000	2012	202000	576000		312000	446000	467000	566000	641000	643000	947000	
USGS	07374525	00060	61182	7	5	2009	2022	14	2019	1030000	2012	195000	575000		303000	445000	482000	558000	622000	651000	965000	
USGS	07374525	00060	61182	7	6	2009	2022	14	2019	1030000	2012	202000	576000		296000	438000	489000	561000	613000	656000	972000	
USGS	07374525	00060	61182	7	7	2009	2022	14	2019	1020000	2012	187000	576000		282000	446000	495000	564000	601000	656000	967000	
USGS	07374525	00060	61182	7	8	2009	2022	14	2019	1010000	2012	197000	578000		283000	444000	500000	561000	606000	655000	975000	
USGS	07374525	00060	61182	7	9	2009	2022	14	2019	994000	2012	180000	579000		277000	443000	507000	568000	611000	651000	973000	
USGS	07374525	00060	61182	7	10	2009	2022	14	2019	1020000	2012	196000	582000		271000	443000	489000	572000	620000	653000	993000	
USGS	07374525	00060	61182	7	11	2009	2022	14	2019	1000000	2012	200000	583000		274000	423000	472000	578000	624000	657000	985000	
USGS	07374525	00060	61182	7	12	2009	2022	14	2015	1000000	2012	196000	579000		256000	421000	461000	572000	643000	663000	978000	
USGS	07374525	00060	61182	7	13	2009	2022	14	2015	1020000	2012	208000	580000		256000	426000	468000	571000	642000	663000	991000	
USGS	07374525	00060	61182	7	14	2009	2022	14	2015	1020000	2012	207000	578000		245000	447000	462000	566000	645000	659000	995000	
USGS	07374525	00060	61182	7	15	2009	2022	14	2015	1020000	2012	204000	579000		240000	454000	468000	572000	636000	651000	992000	
USGS	07374525	00060	61182	7	16	2009	2022	14	2015	1020000	2012	208000	572000		239000	439000	462000	571000	619000	648000	995000	
USGS	07374525	00060	61182	7	17	2009	2022	14	2015	1040000	2012	211000	568000		240000	435000	475000	554000	600000	637000	1010000	
USGS	07374525	00060	61182	7	18	2009	2022	14	2015	1040000	2012	211000	568000		246000	415000	481000	549000	611000	633000	1010000	
USGS	07374525	00060	61182	7	19	2009	2022	14	2015	1030000	2012	209000	557000		247000	398000	471000	531000	611000	618000	999000	
USGS	07374525	00060	61182	7	20	2009	2022	14	2015	1040000	2012	227000	556000		258000	384000	451000	524000	611000	620000	1010000	
USGS	07374525	00060	61182	7	21	2009	2022	14	2015	1050000	2012	205000	551000		247000	377000	437000	519000	618000	634000	1010000	
USGS	07374525	00060	61182	7	22	2009	2022	14	2015	1060000	2012	204000	551000		247000	383000	432000	511000	614000	634000	1020000	
USGS	07374525	00060	61182	7	23	2009	2022	14	2015	1060000	2012	198000	547000		248000	393000	427000	501000	600000	645000	1020000	
USGS	07374525	00060	61182	7	24	2009	2022	14	2015	1060000	2012	205000	547000		247000	391000	414000	500000	609000	650000	1020000	
USGS	07374525	00060	61182	7	25	2009	2022	14	2015	1070000	2012	199000	540000		240000	385000	404000	502000	619000	652000	1020000	
USGS	07374525	00060	61182	7	26	2009	2022	14	2015	1060000	2012	192000	535000		241000	398000	405000	491000	625000	636000	1010000	
USGS	07374525	00060	61182	7	27	2009	2022	14	2015	1030000	2012	187000	525000		230000	387000	395000	480000	624000	625000	990000	
USGS	07374525	00060	61182	7	28	2009	2022	14	2015	1030000	2012	183000	520000		230000	374000	390000	487000	622000	629000	984000	
USGS	07374525	00060	61182	7	29	2009	2022	14	2015	1050000	2012	177000	519000		229000	377000	388000	483000	596000	630000	991000	
USGS	07374525	00060	61182	7	30	2009	2022	14	2015	1070000	2012	179000	510000		226000	362000	382000	457000	574000	622000	1000000	
USGS	07374525	00060	61182	7	31	2009	2022	14	2015	1080000	2012	183000	502000		224000	367000	383000	436000	557000	595000	991000	
USGS	07374525	00060	61182	8	1	2009	2022	14	2015	1040000	2012	170000	491000		220000	359000	379000	432000	541000	586000	969000	
USGS	07374525	00060	61182	8	2	2009	2022	14	2015	1030000	2012	170000	486000		224000	348000	380000	432000	532000	558000	961000	
USGS	07374525	00060	61182	8	3	2009	2022	14	2015	1030000	2012	178000	484000		234000	340000	378000	435000	520000	529000	948000	
USGS	07374525	00060	61182	8	4	2009	2022	14	2015	1010000	2012	204000	481000		252000	341000	378000	418000	520000	534000	933000	
USGS	07374525	00060	61182	8	5	2009	2022	14	2015	993000	2012	226000	477000		271000	332000	363000	419000	498000	536000	918000	
USGS	07374525	00060	61182	8	6	2009	2022	14	2015	968000	2012	230000	469000		265000	342000	364000	432000	471000	516000	893000	
USGS	07374525	00060	61182	8	7	2009	2022	14	2015	950000	2012	242000	465000		272000	355000	368000	428000	461000	516000	876000	
USGS	07374525	00060	61182	8	8	2009	2022	14	2015	937000	2012	249000	461000		271000	363000	380000	409000	472000	518000	858000	
USGS	07374525	00060	61182	8	9	2009	2022	14	2015	913000	2012	244000	453000		265000	361000	372000	404000	469000	510000	832000	
USGS	07374525	00060	61182	8	10	2009	2022	14	2015	860000	2012	231000	447000		266000	344000	372000	409000	478000	494000	792000	
USGS	07374525	00060	61182	8	11	2009	2022	14	2015	844000	2012	240000	446000		271000	332000	352000	418000	487000	504000	776000	
USGS	07374525	00060	61182	8	12	2009	2022	14	2015	799000	2012	235000	445000		271000	323000	340000	427000	502000	522000	740000	
USGS	07374525	00060	61182	8	13	2009	2022	14	2015	762000	2012	226000	443000		263000	336000	338000	424000	520000	531000	714000	
USGS	07374525	00060	61182	8	14	2009	2022	14	2015	711000	2012	220000	434000		259000	313000	327000	425000	503000	566000	685000	
USGS	07374525	00060	61182	8	15	2009	2022	14	2015	680000	2012	220000	424000		258000	313000	315000	411000	507000	542000	652000	
USGS	07374525	00060	61182	8	16	2009	2022	14	2015	655000	2012	216000	414000		254000	294000	301000	392000	511000	546000	627000	
USGS	07374525	00060	61182	8	17	2009	2022	14	2015	626000	2012	219000	408000		260000	301000	308000	389000	494000	523000	603000	
USGS	07374525	00060	61182	8	18	2009	2022	14	2015	595000	2012	207000	398000		246000	295000	299000	395000	483000	510000	573000	
USGS	07374525	00060	61182	8	19	2009	2022	14	2015	571000	2012	223000	396000		249000	282000	305000	405000	489000	502000	553000	
USGS	07374525	00060	61182	8	20	2009	2022	14	2015	528000	2012	222000	389000		247000	289000	296000	394000	481000	495000	519000	
USGS	07374525	00060	61182	8	21	2009	2022	14	2010	528000	2012	226000	393000		250000	287000	307000	386000	492000	506000	517000	
USGS	07374525	00060	61182	8	22	2009	2022	14	2010	557000	2012	215000	388000		244000	278000	318000	383000	472000	483000	527000	
USGS	07374525	00060	61182	8	23	2009	2022	13	2010	531000	2012	207000	372000		238000	294000	311000	372000	459000	464000	509000	
USGS	07374525	00060	61182	8	24	2009	2022	14	2010	533000	2012	202000	376000		241000	289000	311000	361000	464000	481000	508000	
USGS	07374525	00060	61182	8	25	2009	2022	14	2010	500000	2012	193000	374000		232000	307000	322000	365000	464000	470000	490000	
USGS	07374525	00060	61182	8	26	2009	2022	14	2016	490000	2012	197000	369000		239000	306000	315000	363000	447000	457000	477000	
USGS	07374525	00060	61182	8	27	2009	2022	14	2016	497000	2012	227000	368000		261000	317000	318000	366000	426000	429000	467000	
USGS	07374525	00060	61182	8	28	2009	2022	14	2016	500000	2012	71700	355000		181000	317000	322000	370000	415000	421000	469000	
USGS	07374525	00060	61182	8	29	2009	2022	14	2016	499000	2021	228000	352000		237000	286000	310000	354000	396000	415000	462000	
USGS	07374525	00060	61182	8	30	2009	2022	14	2016	493000	2014	301000	374000		310000	322000	328000	358000	424000	427000	485000	
USGS	07374525	00060	61182	8	31	2009	2022	14	2016	502000	2012	250000	365000		279000	309000	326000	355000	428000	429000	467000	
USGS	07374525	00060	61182	9	1	2009	2022	14	2016	491000	2012	234000	356000		268000	308000	308000	351000	398000	426000	463000	
USGS	07374525	00060	61182	9	2	2009	2022	14	2016	486000	2012	214000	352000		253000	313000	323000	344000	386000	420000	460000	
USGS	07374525	00060	61182	9	3	2009	2022	14	2016	484000	2012	167000	346000		231000	320000	323000	341000	378000	419000	457000	
USGS	07374525	00060	61182	9	4	2009	2022	14	2016	461000	2012	161000	341000		218000	307000	308000	344000	381000	418000	446000	
USGS	07374525	00060	61182	9	5	2009	2022	14	2016	457000	2012	197000	346000		241000	289000	297000	344000	409000	423000	449000	
USGS	07374525	00060	61182	9	6	2009	2022	14	2016	441000	2012	184000	339000		231000	288000	289000	327000	395000	410000	440000	
USGS	07374525	00060	61182	9	7	2009	2022	14	2016	420000	2012	177000	329000		219000	279000	285000	315000	385000	390000	418000	
USGS	07374525	00060	61182	9	8	2009	2022	14	2019	421000	2012	193000	323000		215000	272000	274000	306000	384000	385000	418000	
USGS	07374525	00060	61182	9	9	2009	2022	14	2016	415000	2012	196000	320000		207000	268000	273000	312000	378000	381000	412000	
USGS	07374525	00060	61182	9	10	2009	2022	14	2016	426000	2012	186000	321000		203000	261000	285000	316000	380000	383000	415000	
USGS	07374525	00060	61182	9	11	2009	2022	14	2016	423000	2012	189000	323000		211000	265000	276000	319000	383000	390000	419000	
USGS	07374525	00060	61182	9	12	2009	2022	14	2016	417000	2012	179000	323000		208000	266000	287000	315000	382000	386000	411000	
USGS	07374525	00060	61182	9	13	2009	2022	14	2016	414000	2012	192000	320000		213000	257000	277000	322000	370000	376000	399000	
USGS	07374525	00060	61182	9	14	2009	2022	14	2016	407000	2012	188000	315000		215000	250000	269000	315000	359000	373000	394000	
USGS	07374525	00060	61182	9	15	2009	2022	14	2016	402000	2012	198000	320000		221000	251000	268000	337000	362000	366000	402000	
USGS	07374525	00060	61182	9	16	2009	2022	14	2020	412000	2012	182000	321000		206000	240000	258000	335000	369000	400000	411000	
USGS	07374525	00060	61182	9	17	2009	2022	14	2021	404000	2012	184000	317000		206000	233000	253000	325000	386000	396000	402000	
USGS	07374525	00060	61182	9	18	2009	2022	14	2018	439000	2013	201000	316000		203000	243000	259000	321000	368000	377000	415000	
USGS	07374525	00060	61182	9	19	2009	2022	14	2018	483000	2012	193000	313000		202000	243000	266000	317000	339000	355000	442000	
USGS	07374525	00060	61182	9	20	2009	2022	14	2018	512000	2012	192000	312000		203000	221000	253000	309000	338000	354000	458000	
USGS	07374525	00060	61182	9	21	2009	2022	14	2018	547000	2012	176000	317000		197000	230000	262000	320000	348000	374000	475000	
USGS	07374525	00060	61182	9	22	2009	2022	14	2018	602000	2012	188000	323000		200000	219000	266000	315000	358000	404000	503000	
USGS	07374525	00060	61182	9	23	2009	2022	14	2018	614000	2012	181000	319000		192000	212000	253000	307000	363000	389000	508000	
USGS	07374525	00060	61182	9	24	2009	2022	14	2018	644000	2012	174000	320000		178000	204000	241000	308000	375000	390000	527000	
USGS	07374525	00060	61182	9	25	2009	2022	14	2018	645000	2012	164000	321000		171000	213000	241000	304000	387000	406000	527000	
USGS	07374525	00060	61182	9	26	2009	2022	14	2018	654000	2012	163000	321000		165000	216000	233000	305000	393000	409000	534000	
USGS	07374525	00060	61182	9	27	2009	2022	14	2018	652000	2012	159000	319000		161000	205000	225000	303000	396000	412000	534000	
USGS	07374525	00060	61182	9	28	2009	2022	14	2018	665000	2012	163000	323000		166000	198000	219000	297000	421000	423000	556000	
USGS	07374525	00060	61182	9	29	2009	2022	14	2018	673000	2012	173000	329000		174000	211000	215000	301000	420000	440000	560000	
USGS	07374525	00060	61182	9	30	2009	2022	14	2018	667000	2012	166000	328000		173000	197000	211000	315000	418000	429000	548000	
USGS	07374525	00060	61182	10	1	2010	2023	14	2019	657000	2023	167000	329000		179000	204000	227000	316000	410000	421000	539000	
USGS	07374525	00060	61182	10	2	2010	2023	14	2019	649000	2023	167000	327000		185000	205000	207000	317000	395000	408000	537000	
USGS	07374525	00060	61182	10	3	2010	2023	14	2019	639000	2023	153000	326000		176000	199000	202000	325000	399000	403000	527000	
USGS	07374525	00060	61182	10	4	2010	2023	13	2010	414000	2023	138000	302000		165000	210000	214000	320000	380000	388000	408000	
USGS	07374525	00060	61182	10	5	2010	2023	14	2019	629000	2023	146000	319000		175000	207000	212000	320000	379000	383000	527000	
USGS	07374525	00060	61182	10	6	2010	2023	14	2019	631000	2023	142000	315000		163000	209000	220000	315000	379000	379000	532000	
USGS	07374525	00060	61182	10	7	2010	2023	14	2019	632000	2023	155000	320000		155000	225000	235000	307000	392000	395000	546000	
USGS	07374525	00060	61182	10	8	2010	2023	14	2019	632000	2023	134000	318000		172000	220000	224000	289000	398000	405000	551000	
USGS	07374525	00060	61182	10	9	2010	2023	13	2019	633000	2023	135000	311000		157000	211000	219000	265000	381000	409000	575000	
USGS	07374525	00060	61182	10	10	2010	2023	13	2019	691000	2023	131000	319000		154000	203000	206000	260000	381000	413000	619000	
USGS	07374525	00060	61182	10	11	2010	2023	13	2019	691000	2023	146000	320000		164000	194000	202000	270000	391000	427000	615000	
USGS	07374525	00060	61182	10	12	2010	2023	13	2019	671000	2023	146000	321000		160000	182000	194000	267000	424000	452000	597000	
USGS	07374525	00060	61182	10	13	2010	2023	13	2019	656000	2023	149000	321000		159000	184000	197000	285000	423000	449000	588000	
USGS	07374525	00060	61182	10	14	2010	2023	14	2019	648000	2023	157000	321000		161000	181000	201000	294000	407000	435000	568000	
USGS	07374525	00060	61182	10	15	2010	2023	14	2019	648000	2023	165000	325000		168000	192000	217000	296000	391000	433000	581000	
USGS	07374525	00060	61182	10	16	2010	2023	14	2019	642000	2023	152000	337000		158000	223000	245000	295000	408000	464000	618000	
USGS	07374525	00060	61182	10	17	2010	2023	14	2010	642000	2023	147000	339000		159000	209000	237000	301000	415000	468000	640000	
USGS	07374525	00060	61182	10	18	2010	2023	14	2010	683000	2023	155000	346000		169000	217000	241000	303000	431000	474000	650000	
USGS	07374525	00060	61182	10	19	2010	2022	13	2010	719000	2013	199000	368000		209000	234000	253000	320000	458000	529000	677000	
USGS	07374525	00060	61182	10	20	2010	2023	14	2010	760000	2023	143000	351000		161000	231000	233000	287000	441000	480000	692000	
USGS	07374525	00060	61182	10	21	2010	2023	14	2010	771000	2023	124000	347000		149000	222000	223000	287000	443000	486000	703000	
USGS	07374525	00060	61182	10	22	2010	2023	14	2010	769000	2023	121000	349000		146000	216000	222000	284000	455000	492000	711000	
USGS	07374525	00060	61182	10	23	2010	2023	14	2010	835000	2023	108000	353000		137000	211000	212000	306000	457000	460000	753000	
USGS	07374525	00060	61182	10	24	2010	2023	13	2010	821000	2023	126000	351000		142000	198000	210000	300000	474000	528000	764000	
USGS	07374525	00060	61182	10	25	2010	2023	14	2010	778000	2023	132000	353000		151000	205000	209000	292000	476000	502000	746000	
USGS	07374525	00060	61182	10	26	2010	2023	14	2019	762000	2023	133000	356000		158000	198000	211000	279000	500000	511000	761000	
USGS	07374525	00060	61182	10	27	2010	2023	14	2010	755000	2023	116000	354000		151000	211000	222000	279000	492000	526000	746000	
USGS	07374525	00060	61182	10	28	2010	2023	14	2010	734000	2023	123000	364000		153000	216000	233000	307000	511000	583000	728000	
USGS	07374525	00060	61182	10	29	2009	2023	15	2019	732000	2023	133000	360000		162000	220000	258000	300000	490000	572000	719000	
USGS	07374525	00060	61182	10	30	2009	2023	15	2010	720000	2023	138000	345000		160000	197000	234000	282000	499000	542000	713000	
USGS	07374525	00060	61182	10	31	2009	2023	15	2010	763000	2023	135000	347000		148000	182000	233000	272000	552000	577000	714000	
USGS	07374525	00060	61182	11	1	2009	2023	15	2010	748000	2023	134000	344000		152000	202000	232000	260000	521000	571000	716000	
USGS	07374525	00060	61182	11	2	2009	2023	15	2010	755000	2023	134000	349000		152000	225000	227000	279000	475000	579000	724000	
USGS	07374525	00060	61182	11	3	2009	2023	15	2010	780000	2023	127000	344000		151000	222000	228000	271000	446000	564000	688000	
USGS	07374525	00060	61182	11	4	2009	2023	15	2010	806000	2023	119000	351000		147000	229000	231000	277000	407000	577000	699000	
USGS	07374525	00060	61182	11	5	2009	2023	15	2010	819000	2023	141000	355000		157000	226000	235000	290000	394000	573000	714000	
USGS	07374525	00060	61182	11	6	2009	2023	15	2010	842000	2023	154000	366000		181000	239000	241000	291000	402000	589000	729000	
USGS	07374525	00060	61182	11	7	2009	2023	15	2010	870000	2023	160000	373000		187000	248000	249000	300000	435000	606000	739000	
USGS	07374525	00060	61182	11	8	2009	2023	15	2010	883000	2023	168000	374000		176000	240000	249000	309000	440000	625000	759000	
USGS	07374525	00060	61182	11	9	2009	2023	15	2010	872000	2023	146000	378000		166000	237000	241000	326000	451000	617000	775000	
USGS	07374525	00060	61182	11	10	2009	2023	15	2010	1030000	2013	172000	387000		173000	231000	238000	309000	448000	599000	840000	
USGS	07374525	00060	61182	11	11	2009	2023	15	2010	1030000	2023	170000	386000		172000	225000	235000	307000	437000	598000	846000	
USGS	07374525	00060	61182	11	12	2009	2023	15	2010	1000000	2023	177000	394000		204000	238000	241000	305000	398000	628000	847000	
USGS	07374525	00060	61182	11	13	2009	2023	15	2010	935000	2023	173000	394000		197000	239000	250000	319000	407000	625000	862000	
USGS	07374525	00060	61182	11	14	2009	2023	15	2010	941000	2023	147000	390000		195000	238000	258000	308000	404000	630000	880000	
USGS	07374525	00060	61182	11	15	2009	2023	15	2010	946000	2023	176000	390000		192000	243000	250000	293000	392000	640000	884000	
USGS	07374525	00060	61182	11	16	2009	2023	15	2010	925000	2023	169000	384000		208000	247000	250000	291000	375000	627000	872000	
USGS	07374525	00060	61182	11	17	2009	2023	15	2010	1010000	2023	172000	390000		203000	235000	245000	308000	360000	598000	906000	
USGS	07374525	00060	61182	11	18	2009	2023	15	2010	925000	2023	150000	384000		188000	247000	253000	286000	362000	592000	885000	
USGS	07374525	00060	61182	11	19	2009	2023	15	2010	888000	2023	143000	381000		177000	242000	246000	311000	403000	577000	875000	
USGS	07374525	00060	61182	11	20	2009	2023	14	2019	906000	2023	155000	383000		176000	226000	231000	300000	432000	600000	897000	
USGS	07374525	00060	61182	11	21	2009	2023	15	2019	877000	2023	165000	372000		176000	218000	244000	290000	393000	532000	869000	
USGS	07374525	00060	61182	11	22	2009	2023	15	2019	875000	2023	173000	372000		178000	214000	233000	284000	432000	522000	873000	
USGS	07374525	00060	61182	11	23	2009	2023	15	2019	824000	2013	184000	368000		186000	216000	228000	291000	435000	528000	819000	
USGS	07374525	00060	61182	11	24	2009	2023	15	2019	854000	2013	190000	365000		192000	215000	221000	290000	456000	519000	812000	
USGS	07374525	00060	61182	11	25	2009	2023	15	2019	819000	2013	179000	366000		194000	232000	235000	307000	471000	493000	815000	
USGS	07374525	00060	61182	11	26	2009	2023	15	2019	889000	2013	182000	379000		207000	236000	241000	298000	484000	494000	831000	
USGS	07374525	00060	61182	11	27	2009	2023	15	2019	830000	2013	196000	383000		205000	235000	257000	310000	507000	510000	783000	
USGS	07374525	00060	61182	11	28	2009	2023	15	2019	765000	2013	204000	376000		206000	223000	249000	294000	494000	526000	737000	
USGS	07374525	00060	61182	11	29	2009	2023	15	2019	765000	2013	185000	375000		204000	221000	238000	293000	486000	534000	732000	
USGS	07374525	00060	61182	11	30	2009	2023	15	2010	735000	2013	180000	385000		221000	253000	260000	299000	492000	534000	734000	
USGS	07374525	00060	61182	12	1	2009	2023	14	2019	724000	2013	176000	399000		210000	262000	273000	337000	521000	551000	716000	
USGS	07374525	00060	61182	12	2	2009	2023	15	2010	743000	2013	174000	394000		207000	255000	261000	293000	532000	581000	732000	
USGS	07374525	00060	61182	12	3	2009	2023	15	2010	718000	2013	157000	386000		193000	233000	249000	290000	517000	582000	718000	
USGS	07374525	00060	61182	12	4	2009	2023	15	2019	704000	2013	162000	389000		208000	243000	249000	299000	529000	605000	688000	
USGS	07374525	00060	61182	12	5	2009	2023	15	2019	676000	2013	169000	389000		198000	239000	249000	328000	550000	632000	665000	
USGS	07374525	00060	61182	12	6	2009	2023	14	2016	665000	2013	152000	405000		184000	235000	256000	344000	603000	622000	653000	
USGS	07374525	00060	61182	12	7	2009	2023	14	2016	711000	2013	142000	413000		182000	240000	263000	347000	605000	630000	685000	
USGS	07374525	00060	61182	12	8	2009	2023	14	2016	721000	2013	146000	413000		179000	223000	255000	344000	608000	642000	685000	
USGS	07374525	00060	61182	12	9	2009	2023	14	2016	742000	2013	151000	424000		178000	217000	240000	342000	628000	691000	736000	
USGS	07374525	00060	61182	12	10	2009	2023	14	2016	760000	2013	173000	435000		197000	235000	255000	358000	674000	725000	747000	
USGS	07374525	00060	61182	12	11	2009	2023	15	2016	780000	2013	184000	430000		212000	243000	268000	344000	672000	712000	763000	
USGS	07374525	00060	61182	12	12	2009	2023	15	2016	792000	2013	199000	448000		218000	265000	283000	335000	735000	735000	778000	
USGS	07374525	00060	61182	12	13	2009	2023	15	2016	800000	2013	179000	450000		209000	252000	280000	336000	742000	756000	793000	
USGS	07374525	00060	61182	12	14	2009	2023	15	2016	872000	2013	177000	463000		212000	249000	302000	350000	725000	775000	854000	
USGS	07374525	00060	61182	12	15	2009	2023	15	2019	881000	2013	180000	474000		217000	264000	326000	360000	726000	770000	867000	
USGS	07374525	00060	61182	12	16	2009	2023	15	2019	895000	2013	183000	484000		204000	277000	331000	417000	698000	783000	877000	
USGS	07374525	00060	61182	12	17	2009	2023	15	2016	902000	2013	196000	498000		209000	292000	322000	425000	766000	840000	880000	
USGS	07374525	00060	61182	12	18	2009	2023	15	2016	890000	2018	217000	507000		220000	310000	331000	419000	717000	808000	881000	
USGS	07374525	00060	61182	12	19	2009	2023	15	2019	886000	2018	205000	505000		220000	336000	346000	433000	733000	787000	863000	
USGS	07374525	00060	61182	12	20	2009	2023	15	2019	935000	2018	210000	517000		263000	344000	347000	459000	712000	781000	881000	
USGS	07374525	00060	61182	12	21	2009	2023	15	2019	902000	2018	215000	518000		280000	331000	355000	477000	701000	782000	847000	
USGS	07374525	00060	61182	12	22	2009	2023	15	2012	841000	2018	195000	520000		263000	338000	375000	517000	703000	777000	831000	
USGS	07374525	00060	61182	12	23	2009	2023	15	2012	896000	2018	237000	528000		280000	325000	358000	509000	704000	760000	870000	
USGS	07374525	00060	61182	12	24	2009	2023	15	2012	869000	2018	255000	531000		295000	331000	337000	510000	722000	764000	862000	
USGS	07374525	00060	61182	12	25	2009	2023	15	2012	879000	2018	241000	531000		285000	334000	360000	468000	766000	790000	848000	
USGS	07374525	00060	61182	12	26	2009	2023	15	2012	864000	2018	240000	527000		284000	372000	391000	462000	731000	755000	827000	
USGS	07374525	00060	61182	12	27	2009	2023	15	2012	948000	2018	263000	529000		299000	331000	357000	473000	760000	768000	841000	
USGS	07374525	00060	61182	12	28	2009	2023	15	2019	875000	2011	290000	536000		293000	336000	363000	455000	761000	815000	863000	
USGS	07374525	00060	61182	12	29	2009	2023	15	2019	883000	2011	265000	542000		282000	380000	382000	435000	751000	814000	861000	
USGS	07374525	00060	61182	12	30	2009	2023	15	2016	860000	2011	275000	544000		289000	386000	388000	437000	751000	829000	858000	
USGS	07374525	00060	61182	12	31	2009	2023	15	2016	883000	2011	259000	550000		314000	381000	382000	416000	805000	826000	860000	

