Type	error	PC Date	PC Time	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	drip 2	cond temp	dry box temp
EQU	0	11/05/22	13:32:15	26.33	NaN	1765.20	322.38	413.04	2.86	32.19	1021.20	-0.95	2.46	93.02	30.00	291.83	9.96	9.91	9.93	0.4180	25.75	24.75
EQU	0	11/05/22	13:33:47	26.57	NaN	1680.90	303.32	416.41	2.89	32.26	1021.30	-0.58	3.07	92.28	30.00	249.96	9.96	9.91	9.91	0.4190	25.81	25.12
EQU	0	11/05/22	13:35:18	26.58	NaN	1604.10	286.45	419.58	2.92	32.34	1021.20	-0.70	3.08	92.62	30.00	230.26	9.96	9.91	9.90	0.4170	25.87	25.44
EQU	0	11/05/22	13:36:49	26.55	NaN	1659.20	298.68	419.33	2.91	32.40	1021.10	-1.04	3.05	92.79	30.00	222.30	9.96	9.91	9.89	0.4160	25.94	25.69
EQU	0	11/05/22	13:38:20	26.62	NaN	1678.00	302.95	418.16	2.91	32.49	1021.20	-1.00	3.04	93.75	30.00	221.62	9.96	9.90	9.88	0.4160	26.00	25.87
EQU	0	11/05/22	13:39:50	26.61	NaN	1687.40	305.08	414.29	2.88	32.51	1021.20	-0.78	3.08	92.85	30.00	220.84	9.96	9.90	9.89	0.4170	26.06	25.69
EQU	0	11/05/22	13:41:21	26.62	NaN	1690.10	305.59	401.83	2.78	32.44	1021.20	-0.93	2.99	93.30	30.00	236.68	9.96	9.90	9.92	0.4180	26.12	25.25
EQU	0	11/05/22	13:42:51	26.63	NaN	1682.50	303.87	395.29	2.73	32.43	1021.10	-0.97	3.07	91.72	30.00	274.08	9.96	9.90	9.93	0.4190	26.12	25.00
EQU	0	11/05/22	13:44:21	26.57	NaN	1706.70	309.28	392.54	2.70	32.40	1021.10	-1.22	3.07	90.50	30.00	311.73	9.96	9.90	9.94	0.4190	26.06	24.69
EQU-DRAIN	0	11/05/22	13:45:52	26.56	NaN	1780.80	326.22	389.75	2.68	32.42	1021.10	-1.29	3.08	94.95	30.00	333.08	9.96	9.90	9.94	0.4180	26.06	24.50
EQU	0	11/05/22	13:47:43	26.63	NaN	1769.00	323.37	385.25	2.65	32.30	1021.00	-1.32	3.07	94.32	30.00	332.02	9.96	9.90	9.94	0.4190	26.00	24.12
EQU	0	11/05/22	13:49:14	26.72	NaN	1724.30	313.16	384.41	2.64	32.25	1021.00	-0.74	2.92	92.34	30.00	332.06	9.96	9.90	9.95	0.4190	25.94	23.87
EQU	0	11/05/22	13:50:44	26.76	NaN	1682.30	303.55	384.41	2.64	32.18	1021.10	-0.74	2.80	91.56	30.00	331.11	9.96	9.90	9.95	0.4190	25.87	23.81
EQU	0	11/05/22	13:52:15	26.78	NaN	1633.20	292.65	386.16	2.65	32.15	1021.00	-1.46	2.97	92.96	30.00	331.31	9.96	9.90	9.95	0.4190	25.87	23.87
EQU	0	11/05/22	13:53:45	26.78	NaN	1607.10	286.88	387.45	2.66	32.12	1021.10	-0.95	3.09	93.41	30.00	331.26	9.96	9.90	9.94	0.4190	25.81	24.25
EQU	0	11/05/22	13:55:17	26.82	NaN	1608.10	287.17	392.83	2.71	32.16	1021.00	-1.08	3.09	94.04	30.00	334.25	9.96	9.90	9.93	0.4190	25.81	24.75
EQU	0	11/05/22	13:56:47	26.89	NaN	1559.70	276.76	399.29	2.76	32.27	1021.00	-1.23	3.11	89.89	30.00	298.40	9.96	9.89	9.91	0.4180	25.87	25.19
EQU	0	11/05/22	13:58:18	26.98	NaN	1543.00	273.21	402.62	2.78	32.33	1021.10	-1.08	2.93	94.09	30.00	257.46	9.96	9.90	9.89	0.4170	25.94	25.56
EQU	0	11/05/22	13:59:48	27.02	NaN	1548.50	274.54	402.54	2.78	32.49	1021.10	-0.71	3.09	93.19	30.00	232.86	9.96	9.90	9.88	0.4160	26.00	25.69
EQU	0	11/05/22	14:01:19	27.03	NaN	1558.10	276.56	396.58	2.74	32.46	1021.10	-1.14	3.00	93.81	30.00	227.79	9.96	9.91	9.89	0.4160	26.06	25.50
EQU	0	11/05/22	14:02:49	27.01	NaN	1577.30	280.65	385.50	2.65	32.43	1021.10	-0.47	3.11	95.70	30.00	251.00	9.96	9.91	9.91	0.4170	26.06	25.06
EQU	0	11/05/22	14:04:19	27.08	NaN	1609.20	257.23	376.83	2.58	32.42	1021.00	-0.76	3.14	94.89	30.00	269.30	9.96	9.91	9.92	0.4170	26.06	24.87
EQU	0	11/05/22	14:05:50	27.05	NaN	1655.00	266.25	373.00	2.55	32.39	1021.10	-1.11	3.05	92.17	30.00	285.72	9.96	9.91	9.93	0.4180	26.06	24.62
EQU	0	11/05/22	14:07:20	27.04	NaN	1746.40	284.72	368.12	2.52	32.37	1021.10	-0.79	3.12	95.58	30.00	316.98	9.96	9.91	9.94	0.4190	26.06	24.31
EQU	0	11/05/22	14:08:51	26.97	NaN	1750.90	285.56	366.08	2.50	32.30	1021.10	-0.97	3.10	92.17	30.00	354.53	9.96	9.91	9.93	0.4180	26.00	24.37
EQU	0	11/05/22	14:10:22	26.86	NaN	1762.60	287.89	366.79	2.50	32.18	1021.00	-0.45	2.64	89.72	30.00	357.67	9.96	9.91	9.94	0.4190	25.94	24.12
EQU	0	11/05/22	14:11:52	27.17	NaN	1750.30	285.36	366.33	2.50	32.18	1021.00	-0.78	3.06	95.01	30.00	339.06	9.96	9.91	9.94	0.4180	25.87	24.00
EQU	0	11/05/22	14:13:23	27.06	NaN	1728.90	280.98	365.87	2.50	32.19	1021.00	-0.62	3.09	92.90	30.00	340.77	9.96	9.91	9.94	0.4190	25.87	24.12
EQU	0	11/05/22	14:14:53	26.96	NaN	1692.70	273.71	366.37	2.50	32.22	1021.00	-0.92	3.06	92.17	30.00	355.94	9.96	9.91	9.93	0.4180	25.87	24.44
EQU-DRAIN	0	11/05/22	14:16:24	26.98	NaN	1612.90	257.85	373.95	2.56	32.29	1021.00	0.84	3.11	93.75	30.00	342.07	9.96	9.91	9.92	0.4170	25.87	24.94
EQU	0	11/05/22	14:18:17	26.99	NaN	1570.50	249.55	378.62	2.60	32.34	1021.20	-1.23	2.79	93.75	30.00	291.67	9.96	9.91	9.90	0.4170	25.94	25.44
EQU	0	11/05/22	14:19:47	27.03	NaN	1543.00	244.38	383.04	2.63	32.46	1021.00	-0.63	2.90	91.89	30.00	246.06	9.96	9.91	9.88	0.4150	26.00	25.69
EQU	0	11/05/22	14:21:17	26.99	NaN	1531.00	242.16	383.50	2.64	32.57	1021.00	-0.95	2.66	90.89	30.00	238.37	9.96	9.91	9.88	0.4160	26.06	25.31
EQU	0	11/05/22	14:22:48	26.94	NaN	1524.40	240.83	378.79	2.60	32.54	1021.00	-0.38	2.86	94.66	30.00	247.50	9.96	9.91	9.90	0.4170	26.12	24.87
EQU	0	11/05/22	14:24:18	26.91	NaN	1532.50	242.40	373.45	2.56	32.55	1021.00	-0.75	2.99	92.23	30.00	269.19	9.96	9.91	9.92	0.4170	26.12	24.87
EQU	0	11/05/22	14:25:49	26.88	NaN	1545.30	244.87	371.41	2.54	32.52	1021.00	-0.87	2.97	93.02	30.00	301.58	9.96	9.91	9.93	0.4180	26.12	24.75
EQU	0	11/05/22	14:27:19	26.87	NaN	1570.50	249.70	370.58	2.54	32.51	1021.10	-0.88	3.08	90.78	30.00	312.26	9.96	9.91	9.94	0.4180	26.19	24.69
EQU	0	11/05/22	14:28:50	26.76	NaN	1606.00	256.67	368.79	2.52	32.52	1021.00	-0.96	2.75	95.06	30.00	305.34	9.96	9.91	9.94	0.4180	26.12	24.56
EQU	0	11/05/22	14:30:20	26.75	NaN	1638.30	263.01	366.95	2.51	32.44	1021.00	-0.59	2.65	90.44	30.00	306.91	9.96	9.91	9.94	0.4170	26.12	24.37
EQU	0	11/05/22	14:31:51	26.78	NaN	1578.10	251.13	366.00	2.50	32.44	1021.00	-0.73	2.79	92.00	30.00	323.85	9.96	9.91	9.94	0.4180	26.12	24.31
EQU	0	11/05/22	14:33:21	26.74	NaN	1540.20	243.77	367.12	2.51	32.40	1021.00	-0.52	2.73	89.94	30.00	353.23	9.96	9.91	9.95	0.4180	26.06	24.25
EQU	0	11/05/22	14:34:52	26.82	NaN	1516.20	239.05	366.87	2.51	32.33	1021.10	-1.12	2.96	89.28	30.00	353.02	9.96	9.91	9.95	0.4180	26.06	24.19
EQU	0	11/05/22	14:36:22	26.89	NaN	1499.50	235.87	368.16	2.52	32.32	1021.10	-0.75	3.00	93.24	30.00	363.99	9.96	9.91	9.95	0.4190	26.00	24.12
EQU	0	11/05/22	14:37:53	26.87	NaN	1501.60	236.25	367.33	2.51	32.27	1021.00	-0.58	3.05	95.35	30.00	359.02	9.96	9.91	9.95	0.4190	26.00	23.94
EQU	0	11/05/22	14:39:23	26.87	NaN	1493.40	234.61	365.50	2.49	32.26	1021.30	-0.82	3.06	97.72	30.00	357.92	9.96	9.91	9.95	0.4190	25.94	24.00
EQU	0	11/05/22	14:40:54	27.06	NaN	1455.20	227.47	370.45	2.53	32.35	1021.20	-0.96	3.08	93.36	30.00	318.37	9.96	9.91	9.94	0.4190	25.87	24.25
EQU	0	11/05/22	14:42:25	27.17	NaN	1428.00	222.39	380.79	2.61	32.34	1021.20	-0.65	3.11	93.87	30.00	277.12	9.96	9.91	9.92	0.4180	25.94	24.81
EQU	0	11/05/22	14:43:56	27.24	NaN	1413.00	219.63	383.79	2.64	32.38	1021.10	-0.53	3.10	90.44	30.00	235.23	9.96	9.91	9.79	0.4110	26.00	25.19
EQU	0	11/05/22	14:45:27	27.27	NaN	1406.70	218.47	388.20	2.67	32.40	1021.20	-0.48	2.31	93.30	30.00	234.48	9.96	9.91	9.66	0.4070	26.00	25.56
EQU-DRAIN	0	11/05/22	14:46:57	27.27	NaN	1408.90	218.96	388.91	2.68	32.52	1021.20	-0.71	2.53	92.85	30.00	233.74	9.96	9.91	9.42	0.3970	26.06	25.87
EQU	0	11/05/22	14:48:48	27.28	NaN	1405.80	218.49	390.95	2.69	32.64	1021.10	-0.42	2.53	90.89	30.00	231.95	9.96	9.91	9.08	0.3830	26.19	26.31
EQU	0	11/05/22	14:50:19	27.26	NaN	1403.00	217.99	387.75	2.67	32.69	1021.10	-0.61	2.50	93.47	30.00	230.83	9.96	9.91	8.85	0.3730	26.25	26.44
EQU	0	11/05/22	14:51:49	27.23	NaN	1399.50	217.32	383.37	2.64	32.62	1021.00	-0.69	2.21	93.30	30.00	229.41	9.96	9.90	9.16	0.3860	26.31	25.87
EQU	0	11/05/22	14:53:20	27.13	NaN	1397.00	216.87	380.25	2.61	32.63	1021.00	-0.82	2.51	94.38	30.00	229.16	9.96	9.90	9.66	0.4060	26.37	25.31
EQU	0	11/05/22	14:54:50	26.97	NaN	1391.10	215.74	375.37	2.57	32.59	1021.00	-0.28	2.51	92.96	30.00	254.90	9.96	9.87	9.84	0.4140	26.31	25.00
EQU	0	11/05/22	14:56:20	26.89	NaN	1383.00	214.21	373.58	2.56	32.60	1021.10	-1.00	2.40	91.50	30.00	302.52	9.96	9.88	9.90	0.4160	26.31	24.81
EQU	0	11/05/22	14:57:51	26.86	NaN	1374.20	212.59	374.16	2.56	32.59	1021.10	-0.75	2.23	91.28	30.00	329.89	9.96	9.88	9.92	0.4160	26.31	24.75
EQU	0	11/05/22	14:59:22	26.89	NaN	1361.40	210.16	375.45	2.57	32.54	1021.30	-0.72	2.49	93.13	30.00	355.14	9.96	9.89	9.92	0.4160	26.25	24.75
EQU	0	11/05/22	15:00:52	26.94	NaN	1348.20	207.78	375.12	2.57	32.52	1021.10	-0.60	2.48	91.44	30.00	355.37	9.96	9.89	9.93	0.4170	26.31	24.56
ATM	0	11/05/22	15:05:39	27.00	NaN	2009.30	341.68	751.58	5.80	32.41	1021.10	-0.97	2.34	94.72	30.00	370.98	9.96	9.89	9.94	0.4160	26.25	24.50
ATM	0	11/05/22	15:07:07	26.97	NaN	2012.20	342.26	747.04	5.76	32.37	1021.10	-0.85	2.26	95.12	30.00	363.14	9.96	9.89	9.94	0.4170	26.19	24.31
ATM	0	11/05/22	15:08:34	26.99	NaN	2006.30	340.93	752.33	5.81	32.32	1021.00	-0.79	2.45	94.66	30.00	357.22	9.96	9.90	9.94	0.4170	26.19	24.31
EQU	0	11/05/22	15:13:57	26.96	NaN	1273.40	194.03	383.33	2.63	32.19	1021.30	-0.96	2.50	91.28	30.00	364.00	9.96	9.90	9.93	0.4170	26.06	24.31
EQU	0	11/05/22	15:15:27	27.07	NaN	1270.40	193.52	391.12	2.69	32.25	1021.40	-0.72	2.51	92.73	30.00	357.98	9.96	9.90	9.91	0.4160	26.06	24.87
EQU-DRAIN	0	11/05/22	15:16:57	27.16	NaN	1266.80	192.90	399.33	2.76	32.24	1021.30	-0.46	2.52	92.85	30.00	320.06	9.96	9.90	9.89	0.4150	26.06	25.25
EQU	0	11/05/22	15:18:48	27.21	NaN	1263.40	192.35	398.58	2.75	32.32	1021.30	-0.62	2.53	93.13	30.00	273.31	9.96	9.90	9.87	0.4140	26.12	25.50
EQU	0	11/05/22	15:20:19	27.22	NaN	1259.80	191.67	398.08	2.75	32.33	1021.40	-0.88	2.51	98.07	30.00	240.09	9.96	9.90	9.87	0.4140	26.19	25.25
EQU	0	11/05/22	15:21:49	27.23	NaN	1259.40	191.58	393.16	2.71	32.30	1021.40	-0.83	2.53	93.36	30.00	244.50	9.96	9.90	9.90	0.4150	26.19	24.87
EQU	0	11/05/22	15:23:20	27.20	NaN	1260.40	191.78	392.41	2.70	32.32	1021.40	-1.04	2.51	90.50	30.00	266.63	9.96	9.90	9.92	0.4160	26.19	24.81
EQU	0	11/05/22	15:24:50	27.18	NaN	1259.90	191.69	391.58	2.70	32.32	1021.40	-0.85	2.52	92.90	30.00	270.78	9.96	9.90	9.91	0.4150	26.19	24.69
EQU	0	11/05/22	15:26:21	27.17	NaN	1259.10	191.48	390.75	2.69	32.25	1021.40	-0.67	2.51	93.92	30.00	263.45	9.96	9.90	9.92	0.4160	26.19	24.69
EQU	0	11/05/22	15:27:51	27.19	NaN	1258.00	191.30	390.75	2.69	32.28	1021.50	-0.85	2.52	92.90	30.00	261.86	9.96	9.90	9.90	0.4150	26.19	24.87
EQU	0	11/05/22	15:29:22	27.22	NaN	1255.80	190.95	395.41	2.73	32.34	1021.50	-0.93	2.53	89.56	30.00	264.82	9.96	9.90	9.88	0.4140	26.25	25.31
EQU	0	11/05/22	15:30:52	27.23	NaN	1257.30	191.29	401.20	2.77	32.43	1021.50	-0.73	2.52	91.61	30.00	254.86	9.96	9.90	9.83	0.4120	26.25	25.69
EQU	0	11/05/22	15:32:23	27.23	NaN	1253.50	190.65	402.75	2.78	32.51	1021.60	-0.46	2.51	94.83	30.00	249.81	9.96	9.90	9.79	0.4110	26.31	25.87
EQU	0	11/05/22	15:33:53	27.23	NaN	1252.40	190.50	403.04	2.79	32.59	1021.50	-0.64	2.51	90.66	30.00	244.28	9.96	9.88	9.71	0.4080	26.44	26.12
EQU	0	11/05/22	15:35:24	27.25	NaN	1248.50	189.86	401.66	2.78	32.66	1021.60	-0.69	2.50	92.62	30.00	238.50	9.96	9.90	9.71	0.4080	26.44	26.25
EQU	0	11/05/22	15:36:54	27.26	NaN	1246.90	189.61	401.70	2.78	32.72	1021.50	-0.61	2.52	95.01	30.00	233.69	9.96	9.90	9.69	0.4060	26.56	26.44
EQU	0	11/05/22	15:38:25	27.26	NaN	1242.90	188.93	403.16	2.79	32.77	1021.60	-0.78	2.50	91.56	30.00	230.94	9.96	9.90	9.69	0.4070	26.62	26.62
EQU	0	11/05/22	15:39:55	27.28	NaN	1239.20	188.34	400.75	2.77	32.85	1021.50	-0.66	2.52	91.22	30.00	230.50	9.96	9.90	9.51	0.3990	26.69	26.75
EQU	0	11/05/22	15:41:26	27.25	NaN	1234.70	187.55	398.41	2.75	32.88	1021.60	-0.75	2.51	93.87	30.00	230.81	9.96	9.90	9.26	0.3890	26.75	26.62
EQU	0	11/05/22	15:42:56	27.28	NaN	1231.00	186.87	397.20	2.74	32.89	1021.60	-0.53	2.51	92.45	30.00	248.45	9.96	9.90	9.31	0.3910	26.81	26.44
EQU	0	11/05/22	15:44:27	27.33	NaN	1225.50	185.96	393.33	2.71	32.99	1021.70	-0.69	2.29	91.61	30.00	266.63	9.96	9.90	9.26	0.3900	26.81	26.44
EQU	0	11/05/22	15:45:57	27.36	NaN	1221.70	185.31	391.66	2.70	32.99	1021.50	-0.64	2.50	94.15	30.00	284.46	9.96	9.90	9.12	0.3840	26.81	26.50
EQU-DRAIN	0	11/05/22	15:47:28	27.37	NaN	1219.20	184.91	396.62	2.74	33.03	1021.50	-0.57	2.50	92.40	30.00	281.98	9.96	9.90	8.77	0.3700	26.87	26.75
EQU	0	11/05/22	15:49:19	27.34	NaN	1212.10	183.71	397.16	2.75	33.10	1021.50	-0.76	2.47	92.40	30.00	279.85	9.96	9.90	8.59	0.3630	26.94	26.81
EQU	0	11/05/22	15:50:49	27.23	NaN	1208.60	183.18	400.25	2.77	33.17	1021.30	-0.15	1.58	88.63	30.00	278.69	9.96	9.90	8.60	0.3620	27.00	26.87
EQU	0	11/05/22	15:52:20	27.20	NaN	1202.00	182.05	399.08	2.76	33.27	1021.40	-0.52	2.50	94.32	30.00	278.01	9.96	9.90	8.67	0.3650	27.06	27.06
EQU	0	11/05/22	15:53:51	27.10	NaN	1205.50	182.74	401.08	2.78	33.36	1021.40	-0.67	2.49	90.66	30.00	277.87	9.96	9.90	8.74	0.3680	27.12	27.12
EQU	0	11/05/22	15:55:21	27.08	NaN	1192.30	180.41	397.70	2.75	33.37	1021.40	-0.64	2.51	93.58	30.00	278.83	9.96	9.89	9.02	0.3790	27.19	26.94
EQU	0	11/05/22	15:56:52	27.06	NaN	1168.60	176.26	391.00	2.70	33.31	1021.30	-0.62	2.52	93.98	30.00	300.84	9.96	9.90	9.46	0.3970	27.19	26.56
EQU	0	11/05/22	15:58:22	27.11	NaN	1156.70	174.17	389.29	2.69	33.35	1021.40	-0.74	2.53	91.44	30.00	337.42	9.96	9.90	9.69	0.4050	27.19	26.25
EQU	0	11/05/22	15:59:53	27.13	NaN	1144.70	172.12	387.91	2.68	33.35	1021.30	-0.82	2.51	91.28	30.00	479.56	9.96	9.90	9.80	0.4100	27.19	26.12
EQU	0	11/05/22	16:01:23	27.13	NaN	1137.50	170.89	389.16	2.69	33.37	1021.40	-0.74	2.50	91.72	30.00	508.55	9.96	9.90	9.86	0.4140	27.19	25.94
EQU	0	11/05/22	16:02:53	27.18	NaN	1131.70	169.85	389.00	2.68	33.37	1021.50	-0.67	2.52	91.00	30.00	526.09	9.96	9.90	9.90	0.4140	27.19	25.87
EQU	0	11/05/22	16:04:24	27.29	NaN	1132.30	169.96	389.37	2.69	33.35	1021.50	-0.64	2.54	97.31	30.00	437.34	9.96	9.90	9.91	0.4140	27.19	25.62
EQU	0	11/05/22	16:05:54	27.37	NaN	1131.80	169.82	391.54	2.70	33.24	1021.40	-0.58	2.51	94.15	30.00	438.97	9.96	9.90	9.93	0.4160	27.12	25.44
EQU	0	11/05/22	16:07:25	27.37	NaN	1134.30	170.23	390.33	2.69	33.21	1021.50	-0.91	2.45	92.00	30.00	436.95	9.96	9.89	9.93	0.4140	27.06	25.31
EQU	0	11/05/22	16:08:55	27.29	NaN	1134.70	170.28	389.04	2.68	33.16	1021.40	-0.73	2.30	94.55	30.00	431.14	9.96	9.89	9.93	0.4160	27.00	25.25
EQU	0	11/05/22	16:10:26	27.18	NaN	1137.20	170.68	389.37	2.69	33.11	1021.40	-0.70	2.50	93.30	30.00	413.92	9.96	9.89	9.94	0.4160	27.00	25.19
EQU	0	11/05/22	16:11:56	26.98	NaN	1160.90	174.74	387.83	2.67	33.09	1021.50	-0.83	2.50	92.12	30.00	396.92	9.96	9.89	9.94	0.4160	27.00	25.06
EQU	0	11/05/22	16:13:27	26.72	NaN	1220.90	185.21	390.08	2.69	33.06	1021.50	-0.69	2.51	90.06	30.00	362.60	9.96	9.89	9.94	0.4150	26.94	25.00
EQU	0	11/05/22	16:14:57	26.53	NaN	1284.20	196.54	390.29	2.69	33.18	1021.60	-0.96	2.52	92.85	30.00	345.38	9.96	9.88	9.93	0.4150	26.87	25.00
EQU	0	11/05/22	16:16:28	26.51	NaN	1341.60	206.86	391.54	2.70	33.06	1021.50	-0.60	2.53	90.28	30.00	330.19	9.96	9.87	9.94	0.4150	26.87	24.94
EQU-DRAIN	0	11/05/22	16:17:58	26.43	NaN	1405.20	218.55	388.91	2.68	32.99	1021.50	-0.73	2.50	85.92	30.00	329.99	9.96	9.88	9.94	0.4160	26.81	24.87
EQU	0	11/05/22	16:19:50	26.51	NaN	1468.50	230.37	388.95	2.68	32.96	1021.50	-0.79	2.51	92.73	30.00	330.76	9.96	9.89	9.94	0.4170	26.75	24.75
EQU	0	11/05/22	16:21:20	26.83	NaN	1490.50	234.47	388.79	2.68	32.86	1021.50	-1.17	2.51	92.06	30.00	329.74	9.96	9.89	9.94	0.4160	26.69	24.75
EQU	0	11/05/22	16:22:51	26.94	NaN	1405.60	218.60	395.04	2.73	32.99	1021.60	-0.72	2.51	90.11	30.00	329.21	9.96	9.89	9.88	0.4140	26.69	25.31
EQU	0	11/05/22	16:24:21	26.79	NaN	1413.40	220.01	398.41	2.75	32.94	1021.60	-0.56	2.52	93.41	30.00	298.78	9.96	9.88	9.77	0.4090	26.69	25.50
EQU	0	11/05/22	16:25:52	26.78	NaN	1463.40	229.37	401.54	2.78	32.92	1021.60	-0.55	2.51	91.89	30.00	264.40	9.96	9.89	9.66	0.4040	26.69	25.56
EQU	0	11/05/22	16:27:22	26.84	NaN	1489.80	234.35	401.66	2.78	32.87	1021.60	-0.72	2.52	93.07	30.00	233.24	9.96	9.89	9.55	0.4010	26.69	25.56
EQU	0	11/05/22	16:28:53	26.90	NaN	1475.50	231.66	399.79	2.76	32.91	1021.60	-0.62	2.51	93.98	30.00	238.36	9.96	9.89	9.43	0.3960	26.69	25.69
EQU	0	11/05/22	16:30:23	26.98	NaN	1434.20	223.91	397.87	2.75	32.96	1021.60	-0.59	2.50	92.40	30.00	249.30	9.96	9.89	9.34	0.3920	26.69	25.75
EQU	0	11/05/22	16:31:54	26.83	NaN	1407.20	218.84	396.58	2.74	32.89	1021.50	-0.79	2.50	91.44	30.00	255.72	9.96	9.89	9.34	0.3930	26.69	25.81
EQU	0	11/05/22	16:33:24	26.77	NaN	1420.10	221.26	399.16	2.76	32.90	1021.50	-0.52	2.50	94.32	30.00	259.45	9.96	9.89	9.36	0.3930	26.69	25.81
EQU	0	11/05/22	16:34:55	26.78	NaN	1442.80	225.50	400.00	2.77	32.88	1021.50	-0.91	2.49	92.06	30.00	255.31	9.96	9.89	9.35	0.3930	26.75	25.56
EQU	0	11/05/22	16:36:25	26.78	NaN	1467.70	230.13	398.58	2.75	32.78	1021.40	-1.00	2.50	92.00	30.00	251.55	9.96	9.90	9.77	0.4090	26.69	25.12
EQU	0	11/05/22	16:37:56	26.78	NaN	1480.10	232.44	399.00	2.76	32.74	1021.50	-0.62	2.52	91.00	30.00	270.67	9.96	9.89	9.88	0.4140	26.62	24.87
EQU	0	11/05/22	16:39:26	26.80	NaN	1485.40	233.44	400.41	2.77	32.73	1021.40	-0.89	2.51	92.28	30.00	300.37	9.96	9.82	9.89	0.4140	26.62	24.69
EQU	0	11/05/22	16:40:57	26.79	NaN	1488.60	233.99	399.79	2.76	32.67	1021.50	-0.81	2.52	93.07	30.00	332.38	9.96	9.81	9.91	0.4150	26.62	24.62
EQU	0	11/05/22	16:42:27	26.82	NaN	1488.30	233.93	397.66	2.75	32.67	1021.50	-0.85	2.50	92.68	30.00	347.30	9.96	9.86	9.92	0.4160	26.56	24.62
EQU	0	11/05/22	16:43:58	26.83	NaN	1485.50	233.38	396.87	2.74	32.64	1021.50	-0.81	2.51	91.28	30.00	356.43	9.96	9.90	9.93	0.4160	26.56	24.62
STD1-DRAIN	0	11/05/22	16:48:45	26.81	0.00	-50.45	-6.77	12.37	0.07	32.52	1021.40	-0.70	2.50	66.59	30.00	357.89	9.96	9.90	9.94	0.4160	26.44	24.25
STD1	0	11/05/22	16:50:33	26.80	0.00	-50.60	-6.78	10.54	0.06	32.44	1021.50	-0.96	2.49	66.26	30.00	345.80	9.96	9.89	9.94	0.4160	26.44	24.31
