Type	error	PC Date	PC Time	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	drip 2	cond temp	dry box temp
EQU	0	10/05/22	14:55:36	28.19	NaN	6921.40	2743.00	402.25	2.76	30.18	1020.20	-1.03	2.66	105.26	30.00	313.56	9.95	9.85	9.95	0.4190	24.31	22.87
ATM	0	10/05/22	15:00:23	27.84	NaN	2039.70	390.75	772.54	5.96	30.15	1020.30	-0.42	2.62	101.32	30.00	317.69	9.95	9.86	9.95	0.4200	24.31	23.12
EQU	0	10/05/22	15:05:46	27.58	NaN	7232.40	2997.60	406.75	2.80	30.17	1020.20	-0.76	2.59	101.27	30.00	314.63	9.95	9.86	9.95	0.4190	24.31	23.25
ATM	0	10/05/22	15:10:33	27.65	NaN	2024.30	386.84	772.79	5.96	30.11	1020.30	-1.19	2.64	100.91	30.00	318.34	9.96	9.86	9.95	0.4200	24.31	23.31
EQU-DRAIN	0	10/05/22	15:15:56	27.59	NaN	8208.50	3932.00	404.91	2.78	30.18	1020.30	-0.46	2.48	104.65	30.00	317.46	9.96	9.86	9.95	0.4190	24.37	23.31
STD1	0	10/05/22	15:21:05	27.34	0.00	-43.42	1.02	12.92	0.08	30.16	1020.40	-0.95	2.68	65.90	30.00	315.98	9.96	9.85	9.95	0.4190	24.37	23.31
STD1	0	10/05/22	15:22:32	27.10	0.00	-45.33	0.75	11.12	0.07	30.13	1020.50	-0.84	2.64	65.71	30.00	316.55	9.96	9.86	9.95	0.4190	24.31	23.37
STD2	0	10/05/22	15:27:19	26.53	608.37	3169.30	721.64	12.50	0.08	30.16	1020.50	-0.94	2.64	67.65	30.00	316.78	9.96	9.86	9.95	0.4190	24.25	23.37
STD2	0	10/05/22	15:28:47	26.59	608.37	3152.60	716.03	14.25	0.09	30.18	1020.50	-1.02	2.65	66.68	30.00	317.60	9.96	9.86	9.95	0.4190	24.19	23.44
STD3	0	10/05/22	15:33:34	26.33	1514.51	5083.30	1547.00	10.46	0.06	30.16	1020.60	-2.85	0.78	67.00	30.00	313.41	9.96	9.86	9.95	0.4190	24.12	23.37
STD3	0	10/05/22	15:35:01	26.48	1514.51	5077.40	1544.10	12.37	0.07	30.16	1020.50	-0.81	2.43	67.56	30.00	313.37	9.96	9.86	9.95	0.4190	24.12	23.44
ATM	0	10/05/22	15:39:48	25.99	NaN	2046.90	392.27	763.54	5.87	30.10	1020.60	-1.17	2.44	101.15	30.00	312.46	9.96	9.86	9.95	0.4190	24.06	23.19
ATM	0	10/05/22	15:41:15	25.74	NaN	2030.50	388.15	761.20	5.85	30.08	1020.60	-0.84	2.24	101.27	30.00	316.42	9.95	9.86	9.95	0.4190	24.00	23.19
EQU-DRAIN	0	10/05/22	15:46:37	24.87	NaN	7134.40	2911.00	403.12	2.77	30.01	1020.70	-1.04	2.53	102.65	29.00	317.88	9.95	9.84	9.95	0.4190	23.94	23.25
EQU	0	10/05/22	15:48:28	24.53	NaN	6995.60	2797.80	395.62	2.71	30.05	1020.80	-1.14	2.47	106.18	29.00	318.08	9.95	9.85	9.95	0.4200	23.94	23.25
ATM	0	10/05/22	15:53:16	24.02	NaN	2037.40	389.69	759.83	5.83	30.03	1020.80	-1.11	2.50	100.67	29.00	315.62	9.96	9.87	9.95	0.4210	23.94	23.25
EQU	0	10/05/22	15:58:39	23.53	NaN	6964.00	2771.20	384.33	2.62	29.97	1020.90	-1.35	2.51	104.34	29.00	319.05	9.95	9.87	9.95	0.4210	23.81	23.00
ATM	0	10/05/22	16:03:26	23.34	NaN	2020.90	385.39	747.04	5.71	29.96	1021.00	-1.00	2.48	100.85	29.00	322.08	9.95	9.86	9.95	0.4190	23.81	23.31
EQU	0	10/05/22	16:08:48	23.47	NaN	7054.20	2844.10	390.12	2.67	30.08	1021.00	-0.80	2.46	103.31	29.00	322.49	9.95	9.86	9.95	0.4210	23.81	23.37
STD1	0	10/05/22	16:13:35	23.11	0.00	-44.22	0.91	14.21	0.09	30.59	1021.00	-0.92	2.43	65.71	29.00	290.98	9.96	9.86	8.83	0.3750	24.19	25.25
STD1-DRAIN	0	10/05/22	16:15:01	23.08	0.00	-45.33	0.75	12.33	0.07	30.65	1021.00	-0.81	2.45	64.98	29.00	288.54	9.96	9.86	8.85	0.3750	24.31	25.12
STD2	0	10/05/22	16:20:10	23.12	608.37	3103.90	701.51	13.21	0.08	31.24	1021.00	-0.83	2.43	67.42	29.00	298.85	9.96	9.85	7.21	0.3070	24.87	26.00
STD2	0	10/05/22	16:21:37	23.13	608.37	3092.40	697.52	15.04	0.09	31.17	1020.90	-0.90	2.41	66.40	29.00	267.83	9.96	9.85	7.94	0.3350	25.00	25.62
STD3	0	10/05/22	16:26:24	23.36	1514.51	5047.70	1533.40	10.79	0.06	31.33	1020.80	-0.96	2.56	65.62	29.00	208.37	9.96	9.85	9.79	0.4110	25.19	24.81
STD3	0	10/05/22	16:27:50	23.49	1514.51	5047.60	1533.20	12.83	0.08	31.31	1020.90	-0.83	2.51	65.34	29.00	216.63	9.96	9.85	9.86	0.4140	25.25	24.75
STD1z	0	10/05/22	16:32:41	23.31	0.00	-46.50	0.59	8.00	0.05	31.28	1020.90	-1.00	2.60	65.30	29.00	229.57	9.96	9.85	9.93	0.4170	25.25	24.44
STD3s	0	10/05/22	16:37:31	23.15	0.00	5050.50	1532.70	8.00	0.05	31.34	1020.90	-0.62	2.59	65.62	29.00	246.40	9.96	9.85	9.94	0.4170	25.19	24.62
SHUT DOWN	0	10/05/22	16:37:37
