Type	error	PC Date	PC Time	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	drip 2	cond temp	dry box temp
EQU	0	12/10/22	09:27:37	26.54	NaN	4479.00	1190.40	264.87	1.75	30.59	1016.90	-0.06	2.43	97.43	29.00	7.15	9.96	9.96	5.03	0.2140	4.50	25.50
EQU	0	12/10/22	09:30:07	26.52	NaN	4465.20	1184.00	261.87	1.72	30.50	1017.00	-0.14	2.07	97.66	29.00	0.78	9.96	9.96	5.85	0.2470	4.62	25.00
EQU	0	12/10/22	09:32:37	26.47	NaN	4395.90	1152.70	251.95	1.65	30.36	1017.20	-0.16	2.44	97.55	29.00	3.31	9.96	9.96	6.94	0.2920	4.75	24.44
EQU	0	12/10/22	09:35:08	26.52	NaN	4286.90	1106.30	243.29	1.59	30.36	1017.10	-0.16	2.72	97.66	29.00	6.83	9.96	9.96	6.88	0.2900	4.44	24.69
EQU	0	12/10/22	09:37:37	26.48	NaN	4267.80	1098.60	244.20	1.60	30.40	1017.00	-0.22	2.74	98.13	29.00	10.48	9.96	9.96	6.21	0.2630	5.00	24.75
EQU	0	12/10/22	09:40:08	26.36	NaN	4216.50	1077.00	251.33	1.65	30.30	1017.00	-0.16	2.74	98.25	29.00	12.05	9.96	9.96	6.35	0.2680	4.56	24.62
EQU	0	12/10/22	09:42:38	26.32	NaN	4182.00	1063.10	257.04	1.69	30.42	1017.00	-0.13	2.12	98.25	29.00	10.97	9.96	9.96	6.42	0.2720	4.50	25.06
EQU	0	12/10/22	09:45:08	26.36	NaN	4155.60	1052.90	259.33	1.71	30.61	1017.00	-0.19	2.59	98.01	29.00	18.00	9.96	9.96	6.53	0.2760	4.94	25.50
EQU	0	12/10/22	09:47:38	26.41	NaN	4134.60	1044.60	257.70	1.69	30.64	1016.90	-0.09	2.64	98.01	29.00	12.25	9.96	9.96	6.65	0.2800	4.56	25.50
EQU	0	12/10/22	09:50:08	26.41	NaN	4133.50	1043.80	252.83	1.66	30.60	1017.00	-0.17	2.72	99.01	29.00	3.74	9.96	9.96	7.49	0.3150	4.81	25.00
EQU	0	12/10/22	09:52:39	26.47	NaN	4137.40	1045.10	244.83	1.60	30.49	1016.90	-0.21	2.73	97.49	29.00	7.19	9.96	9.96	8.28	0.3480	4.62	24.50
EQU-DRAIN	0	12/10/22	09:55:09	26.56	NaN	4144.30	1047.20	235.00	1.53	30.30	1016.90	-0.28	2.33	98.19	29.00	14.62	9.96	9.96	8.90	0.3720	4.50	23.94
EQU	0	12/10/22	09:58:00	26.60	NaN	4109.20	1032.40	228.12	1.48	30.19	1017.00	-0.13	2.75	98.13	29.00	4.30	9.96	9.96	9.16	0.3830	4.50	24.06
EQU	0	12/10/22	10:00:30	26.51	NaN	4066.80	1015.20	228.70	1.49	30.18	1017.00	-0.28	2.78	98.95	29.00	3.80	9.96	9.96	8.36	0.3510	4.50	24.44
EQU	0	12/10/22	10:03:00	26.45	NaN	4015.80	994.73	234.50	1.53	30.06	1016.90	0.16	2.02	98.01	29.00	45.44	9.96	9.96	8.14	0.3430	4.94	24.44
EQU	0	12/10/22	10:05:30	26.54	NaN	4017.90	996.39	243.08	1.59	30.26	1016.80	-0.07	2.38	98.25	29.00	1.59	9.96	9.96	8.28	0.3480	4.56	24.75
EQU	0	12/10/22	10:08:01	26.59	NaN	4072.60	1018.90	246.91	1.62	30.44	1016.70	-0.07	2.15	98.07	29.00	6.05	9.96	9.96	8.34	0.3500	4.69	25.31
EQU	0	12/10/22	10:10:32	26.67	NaN	4014.20	995.72	245.04	1.60	30.48	1016.70	-0.10	2.63	97.96	29.00	3.40	9.96	9.96	8.31	0.3480	4.87	25.12
EQU	0	12/10/22	10:13:02	26.68	NaN	3994.50	987.45	240.79	1.57	30.27	1016.60	-0.37	2.45	99.48	29.00	21.49	9.96	9.96	8.97	0.3760	4.50	24.56
EQU	0	12/10/22	10:15:32	26.60	NaN	3973.70	978.70	232.20	1.51	30.06	1016.50	0.04	2.49	100.13	29.00	6.63	9.96	9.96	9.41	0.3930	4.94	23.75
EQU	0	12/10/22	10:18:02	26.55	NaN	3927.90	960.14	221.62	1.44	29.90	1016.50	0.11	2.74	98.95	29.00	17.44	9.96	9.96	9.65	0.4020	4.75	23.44
EQU	0	12/10/22	10:20:33	26.52	NaN	3869.80	937.35	215.91	1.40	29.80	1016.50	-0.20	2.47	97.02	29.00	1.87	9.96	9.96	9.76	0.4070	4.44	23.50
EQU	0	12/10/22	10:23:03	26.59	NaN	3774.60	900.39	209.00	1.35	29.53	1016.50	-0.43	2.74	98.48	29.00	43.06	9.96	9.96	9.81	0.4100	4.50	23.06
EQU-DRAIN	0	12/10/22	10:25:33	26.81	NaN	3215.50	703.29	204.08	1.31	29.32	1016.50	-0.97	2.76	97.55	29.00	48.18	9.95	9.96	9.85	0.4120	4.87	22.69
EQU	0	12/10/22	10:28:24	26.90	NaN	2904.70	605.36	208.25	1.34	29.37	1016.50	-0.37	2.68	97.66	29.00	46.53	9.95	9.96	9.71	0.4080	4.81	23.37
EQU	0	12/10/22	10:30:54	26.89	NaN	2712.40	548.91	216.91	1.40	29.58	1016.50	-0.37	2.74	97.37	29.00	64.95	9.96	9.96	9.66	0.4050	4.69	24.25
EQU	0	12/10/22	10:33:24	26.92	NaN	2654.40	532.83	224.95	1.46	29.81	1016.40	-0.46	2.75	97.72	29.00	55.20	9.96	9.96	9.54	0.4010	4.44	24.94
EQU	0	12/10/22	10:35:54	26.91	NaN	2639.20	528.35	221.91	1.44	29.74	1016.50	-0.10	2.72	98.31	29.00	39.23	9.96	9.96	9.62	0.4030	5.00	24.44
EQU	0	12/10/22	10:38:25	26.89	NaN	2610.80	520.11	218.33	1.41	29.59	1016.50	-0.23	2.75	98.07	29.00	0.15	9.96	9.96	9.76	0.4080	4.62	23.69
EQU	0	12/10/22	10:40:55	26.83	NaN	2592.20	514.75	212.70	1.37	29.49	1016.40	-0.47	2.72	98.48	29.00	30.91	9.96	9.96	9.84	0.4110	4.37	23.25
EQU	0	12/10/22	10:43:25	26.81	NaN	2590.10	513.80	207.12	1.33	29.32	1016.50	-0.58	2.73	99.31	29.00	31.26	9.95	9.96	9.88	0.4140	4.75	22.75
EQU	0	12/10/22	10:45:55	26.78	NaN	2597.50	515.53	200.16	1.28	29.11	1016.40	-0.68	2.72	98.72	29.00	2.23	9.95	9.96	9.90	0.4120	4.69	22.56
EQU	0	12/10/22	10:48:25	26.73	NaN	2581.90	510.77	193.16	1.24	28.87	1016.40	-1.00	2.74	99.60	29.00	18.56	9.95	9.96	9.91	0.4140	4.31	22.19
EQU	0	12/10/22	10:50:55	26.69	NaN	2567.40	506.89	196.00	1.26	28.96	1016.40	-0.46	2.70	99.66	29.00	30.72	9.95	9.96	9.78	0.4090	4.81	22.94
EQU	0	12/10/22	10:53:25	26.77	NaN	2565.30	506.82	207.50	1.34	29.23	1016.40	-0.43	2.61	99.78	29.00	35.91	9.96	9.96	9.57	0.4020	4.56	24.12
EQU-DRAIN	0	12/10/22	10:55:55	26.76	NaN	2558.20	505.27	220.95	1.43	29.46	1016.40	-0.27	2.30	98.89	29.00	55.68	9.96	9.96	9.26	0.3890	4.44	24.69
EQU	0	12/10/22	10:58:46	26.85	NaN	2566.00	507.38	224.29	1.45	29.46	1016.50	-0.93	1.34	97.96	29.00	37.59	9.96	9.96	9.22	0.3880	4.44	24.31
EQU	0	12/10/22	11:01:16	26.91	NaN	2863.20	593.44	230.45	1.50	29.63	1016.40	-0.27	2.49	97.90	29.00	25.67	9.96	9.96	8.73	0.3680	4.62	24.56
EQU	0	12/10/22	11:03:47	26.60	NaN	3458.50	786.08	229.04	1.49	29.48	1016.40	-0.03	2.43	98.66	29.00	17.38	9.96	9.96	9.07	0.3810	4.81	23.75
EQU	0	12/10/22	11:06:17	26.56	NaN	3615.20	841.06	223.79	1.45	29.30	1016.50	-0.50	1.52	99.01	29.00	-2.36	9.96	9.96	9.61	0.4030	4.44	23.44
EQU	0	12/10/22	11:08:47	26.69	NaN	3670.80	860.88	216.79	1.40	29.13	1016.40	-0.28	2.51	99.25	29.00	-21.51	9.96	9.96	9.73	0.4060	4.44	23.12
EQU	0	12/10/22	11:11:17	26.64	NaN	3646.40	852.01	210.66	1.36	29.13	1016.40	-0.70	2.28	99.78	29.00	44.48	9.95	9.96	9.78	0.4090	4.87	23.06
EQU	0	12/10/22	11:13:47	26.72	NaN	3517.20	805.36	208.66	1.34	28.97	1016.30	-0.23	2.51	99.25	29.00	9.61	9.95	9.96	9.82	0.4110	4.56	22.94
EQU	0	12/10/22	11:16:17	26.76	NaN	3373.40	755.20	204.00	1.31	28.90	1016.30	-0.55	2.58	99.25	29.00	22.21	9.95	9.96	9.80	0.4100	4.37	22.94
EQU	0	12/10/22	11:18:47	26.74	NaN	3338.60	743.99	212.20	1.37	29.10	1016.30	0.07	2.31	98.01	29.00	-15.01	9.95	9.96	9.63	0.4030	4.94	23.75
EQU	0	12/10/22	11:21:17	26.79	NaN	3373.50	756.47	222.70	1.44	29.38	1016.40	0.22	2.70	94.61	29.00	-0.40	9.96	9.96	9.42	0.3960	4.62	24.62
EQU	0	12/10/22	11:23:47	26.68	NaN	3082.80	660.68	225.45	1.46	29.35	1016.40	-0.30	2.80	101.27	29.00	17.85	9.96	9.96	9.01	0.3800	4.50	24.31
EQU-DRAIN	0	12/10/22	11:26:17	26.61	NaN	2778.50	567.85	228.20	1.48	29.34	1016.40	-0.40	2.80	99.72	29.00	44.26	9.96	9.96	8.95	0.3760	4.94	23.81
EQU	0	12/10/22	11:29:09	26.54	NaN	2545.80	501.58	228.12	1.48	29.21	1016.30	0.05	2.33	98.72	29.00	53.94	9.95	9.96	9.36	0.3920	4.50	23.44
EQU	0	12/10/22	11:31:39	26.84	NaN	2604.70	517.68	222.08	1.44	29.11	1016.30	-0.45	2.75	99.01	29.00	75.59	9.96	9.96	9.66	0.4040	5.00	23.19
EQU	0	12/10/22	11:34:09	27.04	NaN	2651.40	530.70	216.33	1.40	29.08	1016.40	-0.37	2.15	98.54	29.00	13.48	9.95	9.96	9.75	0.4080	4.75	23.06
EQU	0	12/10/22	11:36:39	27.16	NaN	2512.00	491.82	212.83	1.37	29.00	1016.40	-0.62	2.77	100.13	29.00	-5.78	9.95	9.96	9.77	0.4100	4.44	23.06
EQU	0	12/10/22	11:39:09	27.11	NaN	2450.40	474.98	208.87	1.34	28.84	1016.30	-0.53	1.49	100.25	29.00	7.41	9.95	9.96	9.81	0.4110	4.62	22.69
EQU	0	12/10/22	11:41:39	27.14	NaN	2431.80	469.80	204.50	1.31	28.71	1016.30	-0.79	2.37	99.78	29.00	49.67	9.95	9.96	9.83	0.4130	4.56	22.50
EQU	0	12/10/22	11:44:09	27.13	NaN	2421.40	466.81	201.45	1.29	28.61	1016.40	-1.44	2.68	100.43	29.00	68.62	9.95	9.96	9.83	0.4130	4.37	22.50
EQU	0	12/10/22	11:46:39	27.06	NaN	2421.00	466.57	204.37	1.31	28.48	1016.30	-0.31	2.74	100.91	29.00	56.29	9.95	9.96	9.64	0.4040	4.94	22.81
STD1z	0	12/10/22	11:51:30	27.11	0.00	-44.33	-0.77	14.87	0.09	28.80	1016.30	-0.40	2.83	71.78	29.00	37.00	9.95	9.96	8.76	0.3700	4.50	24.06
STD4s-DRAIN	0	12/10/22	11:56:20	27.09	0.00	6053.80	2007.40	16.29	0.10	29.26	1016.00	-0.26	2.36	72.70	29.00	82.37	9.96	9.96	6.78	0.2870	4.50	24.75
STD1	0	12/10/22	12:01:28	27.15	0.00	-41.95	0.33	11.42	0.07	29.03	1015.90	-0.22	2.65	70.77	29.00	-6.41	9.96	9.96	9.15	0.3830	4.56	23.44
STD2	0	12/10/22	12:06:15	27.18	608.37	3169.50	688.26	15.08	0.09	29.00	1015.90	-0.44	2.73	74.65	29.00	19.40	9.95	9.96	9.72	0.4080	4.44	23.31
STD3	0	12/10/22	12:11:02	27.08	1491.50	5262.70	1557.40	16.54	0.10	28.83	1016.00	-0.66	2.68	62.58	29.00	24.12	9.95	9.96	9.78	0.4100	4.37	23.00
STD4	0	12/10/22	12:15:49	26.94	1976.50	6019.90	1979.30	13.46	0.08	28.72	1016.00	-1.14	2.80	73.72	29.00	11.55	9.95	9.96	9.76	0.4110	4.37	23.00
ATM	0	12/10/22	12:20:17	26.88	NaN	2073.10	380.90	482.08	3.40	28.82	1015.90	-0.38	2.86	119.17	29.00	17.50	9.95	9.96	8.80	0.3710	4.75	23.56
ATM	0	12/10/22	12:21:43	26.88	NaN	2059.30	377.30	485.16	3.42	28.68	1016.20	-0.41	2.86	118.57	29.00	27.58	9.95	9.96	8.89	0.3750	4.50	23.19
ATM	0	12/10/22	12:23:11	26.84	NaN	2047.80	374.75	479.41	3.37	28.72	1015.80	-0.83	2.86	118.30	29.00	20.95	9.95	9.96	9.29	0.3920	4.44	23.06
ATM	0	12/10/22	12:24:38	26.79	NaN	2067.80	379.37	475.29	3.34	28.59	1015.80	-0.85	2.73	118.04	29.00	60.79	9.95	9.96	9.54	0.4010	4.37	22.81
ATM-DRAIN	0	12/10/22	12:26:05	26.76	NaN	2063.40	378.27	464.16	3.25	28.57	1015.80	-0.87	2.76	117.97	29.00	34.96	9.95	9.96	9.69	0.4070	4.31	22.62
EQU	0	12/10/22	12:31:29	26.82	NaN	2275.10	429.86	221.33	1.43	28.40	1015.60	-0.81	2.72	99.25	29.00	12.60	9.95	9.96	9.78	0.4110	4.31	22.56
EQU	0	12/10/22	12:34:00	26.83	NaN	2238.50	420.44	214.45	1.38	28.29	1015.50	-0.93	2.77	101.86	29.00	27.63	9.95	9.96	9.81	0.4120	4.94	22.44
EQU	0	12/10/22	12:36:30	26.87	NaN	2228.80	418.37	218.95	1.41	28.54	1015.50	-0.94	2.48	101.62	29.00	26.59	9.95	9.96	9.65	0.4070	4.50	23.31
EQU	0	12/10/22	12:39:00	26.88	NaN	2222.00	417.03	227.16	1.47	28.80	1015.50	-1.05	2.06	100.37	29.00	99.26	9.95	9.96	9.53	0.4010	4.56	24.12
EQU	0	12/10/22	12:41:31	26.83	NaN	2237.90	421.20	228.87	1.48	28.94	1015.60	-0.25	2.87	99.90	29.00	28.59	9.95	9.96	9.20	0.3890	4.94	24.44
EQU	0	12/10/22	12:44:02	26.74	NaN	2217.20	415.89	228.83	1.48	28.82	1015.60	-0.32	2.82	96.21	29.00	54.88	9.95	9.96	9.51	0.3990	4.69	23.69
EQU	0	12/10/22	12:46:32	26.71	NaN	2210.50	414.12	222.45	1.44	28.80	1015.60	-0.16	2.84	99.19	29.00	23.82	9.95	9.96	9.57	0.4020	4.44	23.37
EQU	0	12/10/22	12:49:02	26.71	NaN	2208.20	413.66	223.91	1.45	28.90	1015.60	-0.55	2.83	98.07	29.00	15.97	9.95	9.96	9.09	0.3830	4.69	23.56
EQU	0	12/10/22	12:51:32	26.72	NaN	2210.90	414.28	229.83	1.49	28.83	1015.60	-0.35	2.89	100.67	29.00	24.09	9.95	9.96	8.53	0.3610	4.94	23.50
EQU	0	12/10/22	12:54:02	26.73	NaN	2209.60	413.87	228.75	1.48	28.69	1015.40	-0.55	2.85	104.59	29.00	79.48	9.95	9.96	9.43	0.3950	4.62	22.94
EQU-DRAIN	0	12/10/22	12:56:32	26.70	NaN	2202.80	412.04	223.25	1.44	28.56	1015.30	-0.55	2.81	98.19	29.00	71.99	9.95	9.96	9.65	0.4050	4.44	22.75
EQU	0	12/10/22	12:59:24	26.77	NaN	2194.70	409.88	215.08	1.39	28.47	1015.20	-1.33	2.39	98.89	29.00	64.10	9.95	9.96	9.78	0.4110	4.37	22.31
EQU	0	12/10/22	13:01:54	26.72	NaN	2192.30	409.30	211.79	1.36	28.46	1015.20	-1.03	2.78	101.80	29.00	5.67	9.95	9.96	9.70	0.4090	4.81	22.81
EQU	0	12/10/22	13:04:24	26.65	NaN	2179.60	406.57	220.08	1.42	28.75	1015.10	-0.43	2.78	97.26	29.00	54.75	9.95	9.96	9.53	0.4010	4.56	23.94
EQU	0	12/10/22	13:06:54	26.57	NaN	2172.40	405.12	228.79	1.48	28.99	1015.20	-0.46	2.77	97.66	29.00	61.58	9.95	9.96	8.95	0.3780	4.44	24.56
EQU	0	12/10/22	13:09:24	26.58	NaN	2153.10	400.28	229.04	1.49	28.97	1015.30	-0.27	1.91	99.78	29.00	35.04	9.95	9.96	9.15	0.3850	4.94	23.94
