Type	error	PC Date	PC Time	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	drip 2	cond temp	dry box temp
EQU	0	11/10/22	18:11:31	26.42	NaN	6038.30	1969.00	229.54	1.49	30.32	1018.20	0.31	3.25	97.31	29.00	56.03	9.96	9.96	1.53	0.0710	4.56	25.19
EQU	0	11/10/22	18:14:01	26.36	NaN	6060.80	1982.20	225.25	1.46	30.22	1018.00	0.19	3.28	97.61	29.00	22.35	9.96	9.96	1.53	0.0710	4.75	24.50
EQU	0	11/10/22	18:16:32	26.31	NaN	6051.70	1975.10	214.20	1.38	29.97	1018.00	0.03	3.29	96.91	29.00	19.68	9.96	9.96	1.57	0.0730	4.81	23.75
EQU	0	11/10/22	18:19:02	26.29	NaN	6042.80	1969.10	208.95	1.35	29.92	1018.10	0.08	3.25	97.08	29.00	37.70	9.96	9.96	1.69	0.0780	4.44	23.62
EQU-DRAIN	0	11/10/22	18:21:32	26.29	NaN	6050.50	1973.30	207.12	1.33	29.78	1017.90	0.19	3.25	98.31	29.00	16.40	9.96	9.96	1.70	0.0780	4.44	23.87
EQU	0	11/10/22	18:24:23	26.25	NaN	6028.20	1962.10	216.79	1.40	30.05	1017.90	0.20	3.16	97.55	29.00	0.93	9.96	9.96	1.70	0.0780	4.50	24.87
EQU	0	11/10/22	18:26:53	26.30	NaN	6005.10	1950.20	225.66	1.46	30.28	1017.80	0.23	3.14	97.55	29.00	-3.64	9.96	9.96	1.68	0.0770	4.69	25.31
EQU	0	11/10/22	18:29:23	26.27	NaN	5972.30	1929.70	221.41	1.43	30.12	1017.80	0.12	3.13	96.79	29.00	13.93	9.96	9.96	1.70	0.0780	4.62	24.69
EQU	0	11/10/22	18:31:53	26.24	NaN	5967.00	1925.30	214.87	1.39	29.93	1017.80	0.11	3.13	97.26	29.00	10.98	9.96	9.96	1.80	0.0810	4.37	23.94
EQU	0	11/10/22	18:34:24	26.19	NaN	5959.20	1918.90	206.37	1.33	29.62	1017.80	0.12	3.12	96.39	29.00	5.61	9.96	9.96	1.96	0.0880	4.81	23.44
EQU	0	11/10/22	18:36:54	26.30	NaN	5993.50	1938.30	200.58	1.29	29.49	1017.80	0.04	3.21	97.66	29.00	9.29	9.96	9.96	1.94	0.0870	4.56	23.12
EQU	0	11/10/22	18:39:24	26.09	NaN	6039.80	1964.00	198.12	1.27	29.23	1017.80	0.04	3.08	98.48	29.00	2.39	9.95	9.96	1.99	0.0890	4.37	22.87
EQU	0	11/10/22	18:41:54	26.17	NaN	6090.00	1995.00	201.75	1.30	29.38	1017.70	-0.04	2.70	96.97	29.00	5.72	9.96	9.96	2.22	0.0990	5.00	23.37
EQU	0	11/10/22	18:44:24	26.23	NaN	6064.60	1982.00	212.75	1.37	29.68	1017.70	0.04	2.66	97.72	29.00	7.77	9.96	9.96	2.02	0.0910	4.75	24.56
EQU	0	11/10/22	18:46:54	26.27	NaN	6079.20	1992.30	222.04	1.44	29.91	1017.70	0.23	2.78	97.55	29.00	2.10	9.96	9.96	1.85	0.0830	4.44	25.06
EQU	0	11/10/22	18:49:24	26.29	NaN	6096.10	2004.40	227.37	1.48	30.12	1017.60	0.20	2.89	97.55	29.00	21.41	9.96	9.96	1.71	0.0780	4.94	25.31
EQU-DRAIN	0	11/10/22	18:51:54	26.35	NaN	6109.80	2012.90	224.58	1.46	30.10	1017.50	0.10	2.35	97.08	29.00	24.57	9.96	9.96	1.69	0.0770	4.62	24.94
EQU	0	11/10/22	18:54:45	26.39	NaN	6027.90	1962.80	219.58	1.42	29.97	1017.50	0.58	2.72	98.01	29.00	25.35	9.96	9.96	1.88	0.0830	4.81	24.12
EQU	0	11/10/22	18:57:16	26.44	NaN	6009.90	1950.10	210.91	1.36	29.69	1017.50	0.14	2.77	97.26	29.00	-8.81	9.96	9.96	2.12	0.0940	4.44	23.62
EQU	0	11/10/22	18:59:46	26.45	NaN	6023.10	1956.00	201.41	1.29	29.42	1017.60	0.19	2.90	97.02	29.00	-7.86	9.96	9.96	1.78	0.0800	4.62	23.25
EQU	0	11/10/22	19:02:16	26.50	NaN	5965.90	1922.10	201.50	1.29	29.40	1017.60	0.17	2.36	92.79	29.00	-23.20	9.96	9.96	1.96	0.0860	4.69	23.50
EQU	0	11/10/22	19:04:46	26.54	NaN	5974.10	1928.50	213.20	1.38	29.64	1017.60	-0.04	2.80	97.61	29.00	-9.01	9.96	9.96	1.99	0.0880	4.50	24.50
EQU	0	11/10/22	19:07:16	26.55	NaN	5991.50	1940.40	223.33	1.45	29.87	1017.60	0.18	2.98	96.91	29.00	12.20	9.96	9.96	1.63	0.0740	4.69	25.06
EQU	0	11/10/22	19:09:46	26.59	NaN	6042.30	1972.10	228.50	1.48	30.11	1017.60	0.20	2.60	96.33	29.00	-4.58	9.96	9.96	1.63	0.0750	4.81	25.37
EQU	0	11/10/22	19:12:16	26.57	NaN	6021.90	1961.50	235.41	1.53	30.37	1017.60	0.18	2.44	97.31	29.00	37.61	9.96	9.96	1.49	0.0690	4.56	25.69
EQU	0	11/10/22	19:14:46	26.71	NaN	5969.00	1928.30	228.08	1.48	30.05	1017.60	0.12	3.11	98.13	29.00	37.75	9.96	9.96	1.46	0.0680	4.81	24.87
EQU	0	11/10/22	19:17:17	26.64	NaN	5929.30	1903.00	218.66	1.41	29.75	1017.60	0.16	3.09	96.33	29.00	46.28	9.96	9.96	1.57	0.0710	4.69	23.75
EQU	0	11/10/22	19:19:47	26.76	NaN	5922.90	1898.70	216.50	1.40	29.73	1017.70	0.15	3.23	97.02	29.00	21.34	9.96	9.96	1.64	0.0750	4.37	23.44
EQU-DRAIN	0	11/10/22	19:22:17	26.75	NaN	5906.00	1888.70	219.16	1.42	29.66	1017.70	-0.16	3.25	97.37	29.00	12.24	9.96	9.96	1.59	0.0740	4.56	24.12
EQU	0	11/10/22	19:25:08	26.79	NaN	5880.90	1876.70	231.25	1.50	30.03	1017.60	0.24	3.26	97.26	29.00	14.75	9.96	9.96	1.48	0.0680	4.50	25.06
EQU	0	11/10/22	19:27:38	26.53	NaN	5893.80	1885.70	240.45	1.57	30.25	1017.60	0.74	1.77	98.37	29.00	13.56	9.96	9.96	1.41	0.0650	5.06	25.50
EQU	0	11/10/22	19:30:08	26.61	NaN	5892.50	1886.30	243.45	1.59	30.43	1017.50	0.34	3.23	97.26	29.00	4.45	9.96	9.96	1.27	0.0600	4.69	25.50
EQU	0	11/10/22	19:32:38	26.75	NaN	5895.90	1887.60	236.91	1.54	30.35	1017.60	0.78	3.48	97.84	29.00	-3.63	9.96	9.96	1.34	0.0610	4.44	24.81
EQU	0	11/10/22	19:35:09	26.74	NaN	5884.10	1879.00	229.04	1.49	30.06	1017.50	0.22	3.58	96.27	29.00	-17.70	9.96	9.96	1.43	0.0660	5.00	24.31
EQU	0	11/10/22	19:37:39	26.73	NaN	5939.50	1909.90	221.04	1.43	29.90	1017.60	0.01	3.08	98.07	29.00	23.64	9.96	9.96	1.49	0.0680	4.75	23.69
EQU	0	11/10/22	19:40:09	26.80	NaN	5958.30	1919.50	213.79	1.38	29.72	1017.70	0.30	3.48	97.66	29.00	-4.24	9.96	9.96	1.54	0.0700	4.50	23.62
EQU	0	11/10/22	19:42:39	26.73	NaN	5925.50	1902.00	218.62	1.41	29.90	1017.50	0.14	3.56	97.08	29.00	14.28	9.96	9.96	1.53	0.0710	4.44	24.50
EQU	0	11/10/22	19:45:09	26.77	NaN	5913.20	1896.10	227.62	1.48	30.14	1017.60	0.22	3.31	98.01	29.00	-17.11	9.96	9.96	1.52	0.0700	5.00	25.25
EQU	0	11/10/22	19:47:39	26.80	NaN	5945.20	1916.40	233.16	1.52	30.42	1017.70	0.23	2.99	96.85	29.00	19.53	9.96	9.96	1.53	0.0710	4.56	25.69
EQU	0	11/10/22	19:50:09	26.90	NaN	5973.80	1934.00	238.66	1.56	30.66	1017.90	0.32	3.11	96.50	29.00	-10.13	9.96	9.96	1.56	0.0720	4.75	26.00
EQU-DRAIN	0	11/10/22	19:52:40	26.92	NaN	5962.80	1929.50	243.70	1.60	30.93	1017.80	0.68	3.40	97.14	29.00	3.41	9.96	9.96	1.59	0.0720	5.06	26.25
EQU	0	11/10/22	19:55:31	26.92	NaN	5923.00	1905.10	236.33	1.54	30.78	1017.90	0.20	3.78	97.37	29.00	-31.38	9.96	9.96	1.56	0.0720	4.69	25.56
EQU	0	11/10/22	19:58:01	26.93	NaN	5925.60	1904.90	228.54	1.49	30.54	1017.90	0.16	3.81	97.02	29.00	8.13	9.96	9.96	1.58	0.0730	4.81	24.94
EQU	0	11/10/22	20:00:31	26.88	NaN	5934.20	1908.00	218.62	1.42	30.25	1017.90	0.07	3.90	96.73	29.00	37.78	9.96	9.96	1.67	0.0780	4.44	24.19
EQU	0	11/10/22	20:03:01	26.83	NaN	5900.80	1887.60	215.37	1.39	30.17	1018.00	0.15	3.24	96.44	29.00	14.03	9.96	9.96	1.73	0.0790	4.62	24.19
EQU	0	11/10/22	20:05:31	26.87	NaN	5906.70	1892.70	222.12	1.44	30.40	1018.00	0.24	3.88	97.08	29.00	-3.39	9.96	9.96	1.65	0.0760	4.75	25.25
EQU	0	11/10/22	20:08:02	26.85	NaN	5880.00	1878.90	229.54	1.49	30.69	1018.00	0.20	3.90	97.14	29.00	-1.19	9.96	9.96	1.64	0.0750	4.56	25.94
EQU	0	11/10/22	20:10:32	27.05	NaN	6032.30	1970.50	236.41	1.54	31.00	1018.00	0.13	3.87	97.78	29.00	3.92	9.96	9.96	1.56	0.0720	4.56	26.37
EQU	0	11/10/22	20:13:02	27.05	NaN	5979.50	1940.60	241.83	1.58	31.21	1018.00	-0.07	3.85	96.62	29.00	4.95	9.96	9.96	1.42	0.0680	4.69	26.62
EQU	0	11/10/22	20:15:32	27.06	NaN	5970.90	1936.30	245.08	1.61	31.30	1017.90	0.21	3.81	96.79	29.00	9.96	9.96	9.96	1.34	0.0630	4.87	26.44
EQU	0	11/10/22	20:18:02	26.84	NaN	5932.70	1912.30	238.08	1.56	31.04	1017.90	0.46	3.48	97.26	29.00	33.18	9.96	9.96	1.42	0.0660	4.87	25.69
EQU	0	11/10/22	20:20:32	26.84	NaN	5880.50	1881.40	225.45	1.47	30.95	1017.80	0.11	2.38	97.08	29.00	29.59	9.96	9.96	1.55	0.0720	4.50	24.94
EQU-DRAIN	0	11/10/22	20:23:02	26.86	NaN	5863.00	1870.70	217.33	1.41	30.86	1017.80	0.20	3.17	97.49	29.00	3.49	9.96	9.96	1.64	0.0740	4.81	24.44
EQU	0	11/10/22	20:25:54	26.94	NaN	5854.00	1865.20	214.08	1.39	30.81	1017.90	0.26	3.01	97.02	29.00	-19.99	9.96	9.96	1.70	0.0770	4.50	24.87
EQU	0	11/10/22	20:28:24	26.97	NaN	5986.10	1943.60	224.66	1.46	31.05	1017.90	0.33	3.63	97.37	29.00	-9.13	9.96	9.96	1.67	0.0760	5.12	25.75
EQU	0	11/10/22	20:30:54	26.95	NaN	5994.90	1950.30	230.70	1.51	31.28	1017.90	-0.14	3.10	97.26	29.00	15.37	9.96	9.96	1.59	0.0740	4.87	26.31
EQU	0	11/10/22	20:33:24	26.96	NaN	5987.60	1947.60	237.08	1.55	31.50	1017.90	0.10	3.45	97.55	29.00	-8.69	9.96	9.96	1.55	0.0710	4.69	26.56
EQU	0	11/10/22	20:35:54	26.96	NaN	6064.30	1995.30	240.95	1.58	31.73	1017.80	0.07	3.37	97.66	29.00	1.23	9.96	9.96	1.54	0.0710	4.69	26.81
EQU	0	11/10/22	20:38:25	27.05	NaN	5985.60	1949.40	244.12	1.60	31.86	1017.70	-0.05	2.84	97.20	29.00	23.39	9.96	9.96	1.52	0.0710	4.62	26.87
EQU	0	11/10/22	20:40:55	27.05	NaN	5954.60	1928.40	233.04	1.52	31.48	1017.70	-0.04	2.80	97.78	29.00	25.46	9.96	9.96	1.51	0.0700	4.50	26.12
EQU	0	11/10/22	20:43:25	27.08	NaN	5915.50	1904.30	226.04	1.47	31.31	1017.70	-0.03	3.06	96.85	29.00	11.13	9.96	9.96	1.58	0.0720	4.69	25.44
EQU	0	11/10/22	20:45:55	27.16	NaN	5895.80	1890.80	217.08	1.41	31.02	1017.80	-0.36	3.28	96.91	29.00	15.36	9.96	9.96	1.61	0.0750	4.69	24.94
EQU	0	11/10/22	20:48:25	27.09	NaN	5894.10	1891.10	222.04	1.44	31.20	1017.80	-0.08	3.48	97.08	29.00	-8.45	9.96	9.96	1.56	0.0720	4.50	25.44
EQU	0	11/10/22	20:50:56	27.05	NaN	5931.40	1914.10	229.50	1.50	31.44	1017.80	0.24	3.24	96.85	29.00	19.53	9.96	9.96	1.51	0.0690	5.00	26.25
EQU-DRAIN	0	11/10/22	20:53:26	27.06	NaN	5895.90	1895.00	237.00	1.55	31.65	1017.80	-0.03	3.60	97.49	29.00	10.88	9.96	9.96	1.47	0.0680	5.06	26.62
EQU	0	11/10/22	20:56:17	27.09	NaN	5826.20	1856.10	241.91	1.59	31.87	1017.80	0.02	3.65	94.55	29.00	21.43	9.96	9.96	1.46	0.0680	4.56	26.87
EQU	0	11/10/22	20:58:48	27.04	NaN	5895.80	1897.40	243.91	1.60	32.08	1017.90	-0.34	3.61	96.56	29.00	10.21	9.96	9.96	1.46	0.0690	4.56	27.12
EQU	0	11/10/22	21:01:18	27.15	NaN	5842.20	1866.00	241.29	1.58	32.04	1017.90	-0.18	3.71	96.44	29.00	43.27	9.96	9.96	1.45	0.0680	4.56	26.94
EQU	0	11/10/22	21:03:49	27.10	NaN	5818.60	1850.00	233.45	1.53	31.67	1017.90	0.47	3.69	96.10	29.00	15.37	9.96	9.96	1.52	0.0700	4.69	25.62
EQU	0	11/10/22	21:06:19	27.09	NaN	5804.50	1841.70	227.54	1.48	31.55	1017.80	-0.01	3.03	97.14	29.00	-0.16	9.96	9.96	1.59	0.0720	4.87	25.31
EQU	0	11/10/22	21:08:49	27.13	NaN	5855.40	1869.20	219.70	1.43	31.32	1017.80	-0.43	3.37	97.37	29.00	21.86	9.96	9.96	1.65	0.0750	4.50	25.06
EQU	0	11/10/22	21:11:19	26.98	NaN	5829.80	1855.10	225.16	1.47	31.41	1017.80	0.16	2.87	98.42	29.00	22.18	9.96	9.96	1.60	0.0730	4.69	25.69
EQU	0	11/10/22	21:13:49	27.10	NaN	5887.60	1889.90	234.37	1.53	31.61	1017.80	0.05	3.64	97.26	29.00	23.26	9.96	9.96	1.55	0.0710	4.94	26.44
EQU	0	11/10/22	21:16:20	27.12	NaN	5945.00	1924.90	241.66	1.59	31.83	1017.80	0.34	3.28	97.37	29.00	-5.10	9.96	9.96	1.45	0.0670	4.81	26.87
EQU	0	11/10/22	21:18:50	27.11	NaN	5885.60	1891.60	247.87	1.63	32.07	1017.80	0.41	3.39	97.55	29.00	-7.90	9.96	9.96	1.43	0.0660	4.75	27.19
EQU	0	11/10/22	21:21:20	27.11	NaN	5815.40	1851.60	251.29	1.66	32.12	1017.70	0.04	2.65	97.14	29.00	22.37	9.96	9.96	1.45	0.0680	4.87	27.12
EQU-DRAIN	0	11/10/22	21:23:50	27.35	NaN	5799.40	1841.20	243.50	1.60	31.93	1017.80	0.01	3.02	97.43	29.00	-37.94	9.96	9.96	1.54	0.0720	4.75	26.31
EQU	0	11/10/22	21:26:42	27.25	NaN	5704.30	1785.40	230.16	1.50	31.63	1017.80	-0.10	3.08	97.84	29.00	-25.59	9.96	9.96	1.65	0.0750	4.75	25.75
EQU	0	11/10/22	21:29:12	27.32	NaN	5736.20	1802.00	220.12	1.43	31.44	1017.80	-0.34	2.11	97.55	29.00	19.76	9.96	9.96	1.69	0.0770	4.69	25.37
EQU	0	11/10/22	21:31:42	27.32	NaN	5761.40	1815.50	217.16	1.41	31.36	1017.90	-0.05	3.23	97.37	29.00	-3.62	9.96	9.96	1.68	0.0760	4.44	25.37
EQU	0	11/10/22	21:34:12	27.27	NaN	5732.50	1800.60	226.75	1.48	31.59	1017.90	-0.10	2.73	96.91	29.00	1.45	9.96	9.96	1.60	0.0740	5.06	26.25
STD1	0	11/10/22	21:38:59	27.30	0.00	-37.78	1.00	13.42	0.08	32.05	1017.90	0.00	2.79	70.25	29.00	-29.91	9.96	9.96	1.62	0.0730	4.56	27.12
STD2	0	11/10/22	21:43:45	27.39	608.37	3186.50	692.27	14.54	0.09	32.38	1017.80	0.43	3.10	78.45	29.00	-32.25	9.96	9.96	1.55	0.0710	4.69	27.50
STD3	0	11/10/22	21:48:32	27.28	1491.50	5251.50	1544.10	10.96	0.07	32.05	1017.80	0.04	2.89	88.68	29.00	-38.74	9.96	9.96	2.09	0.0920	4.75	25.56
STD4-DRAIN	0	11/10/22	21:53:18	27.44	1976.50	6028.20	1971.80	13.46	0.08	31.76	1017.90	-1.46	3.62	79.63	29.00	-0.28	9.96	9.96	2.76	0.1220	4.75	25.37
ATM	0	11/10/22	21:58:06	27.58	NaN	2085.20	383.52	496.70	3.55	32.03	1017.70	0.04	3.73	116.19	29.00	-48.21	9.96	9.96	2.84	0.1240	4.81	26.75
ATM	0	11/10/22	21:59:32	27.35	NaN	2080.30	382.53	495.20	3.54	32.17	1017.70	0.34	3.72	116.32	29.00	-41.74	9.96	9.96	2.83	0.1220	4.56	27.00
ATM	0	11/10/22	22:00:59	27.26	NaN	2070.90	380.33	499.00	3.57	32.26	1017.70	0.33	3.74	116.25	29.00	-37.44	9.96	9.96	2.83	0.1230	4.56	27.19
ATM	0	11/10/22	22:02:26	27.34	NaN	2064.70	379.04	498.00	3.56	32.41	1017.70	0.19	3.74	116.25	29.00	-27.70	9.96	9.96	2.84	0.1230	4.81	27.31
ATM	0	11/10/22	22:03:53	27.24	NaN	2090.30	385.36	499.41	3.58	32.54	1017.80	0.05	3.83	116.25	29.00	-17.48	9.96	9.96	2.78	0.1210	5.00	27.44
EQU	0	11/10/22	22:08:56	27.22	NaN	5522.00	1687.80	243.87	1.60	32.08	1017.80	-0.29	3.83	98.19	29.00	6.81	9.96	9.96	3.52	0.1520	4.81	26.00
EQU	0	11/10/22	22:11:25	27.09	NaN	5420.10	1631.00	230.08	1.50	31.71	1017.90	-0.25	2.75	97.55	29.00	5.37	9.96	9.96	4.48	0.1900	4.81	25.00
EQU	0	11/10/22	22:13:56	27.37	NaN	5355.90	1594.90	220.08	1.43	31.28	1018.00	0.13	2.66	97.72	29.00	4.63	9.96	9.96	6.11	0.2560	4.44	24.31
EQU	0	11/10/22	22:16:26	27.18	NaN	5292.30	1561.20	212.33	1.38	31.14	1018.00	-0.70	3.11	97.90	29.00	-13.40	9.96	9.96	7.33	0.3080	4.94	23.75
EQU	0	11/10/22	22:18:56	27.11	NaN	5096.60	1461.90	208.83	1.35	31.00	1018.00	-0.45	3.80	98.01	29.00	12.99	9.96	9.96	7.06	0.2960	4.62	24.25
EQU	0	11/10/22	22:21:26	26.94	NaN	4154.50	1040.80	217.12	1.41	31.17	1018.10	-0.17	3.78	97.66	29.00	5.03	9.96	9.96	6.48	0.2720	4.50	25.37
EQU-DRAIN	0	11/10/22	22:23:56	26.93	NaN	3214.70	699.16	221.29	1.44	31.22	1018.00	-0.12	3.81	97.61	29.00	7.50	9.96	9.96	3.81	0.1620	5.06	25.69
STD1	0	11/10/22	22:29:04	27.23	0.00	-41.22	0.52	12.33	0.07	30.77	1018.00	-0.57	3.27	72.46	29.00	-15.53	9.96	9.96	6.63	0.2760	4.44	24.50
STD2	0	11/10/22	22:33:50	26.57	608.37	3194.00	690.33	12.21	0.07	30.60	1018.00	-0.52	0.05	78.61	29.00	128.51	9.96	9.96	6.57	0.2770	4.62	24.62
STD3	0	11/10/22	22:38:37	26.28	1491.50	5260.30	1543.00	9.87	0.06	31.00	1017.90	-0.05	0.05	98.37	29.00	-2.54	9.96	9.96	4.65	0.1960	4.69	26.12
STD4	0	11/10/22	22:43:23	26.30	1976.50	6020.10	1964.80	12.46	0.08	31.48	1017.90	0.01	0.05	79.99	29.00	-7.53	9.96	9.96	3.67	0.1560	4.94	26.81
SHUT DOWN	0	11/10/22	22:43:28
