Type	error	PC Date	PC Time	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	drip 2	cond temp	dry box temp
EQU	0	11/10/22	13:29:36	25.79	NaN	5777.10	1797.80	226.62	1.46	27.91	1019.80	-0.23	3.16	97.55	29.00	0.87	9.96	9.96	9.90	0.4140	5.00	22.87
EQU	0	11/10/22	13:32:06	25.75	NaN	5786.20	1802.70	220.83	1.42	27.85	1019.70	-0.33	2.79	97.90	29.00	3.42	9.95	9.96	9.91	0.4140	4.37	22.62
EQU	0	11/10/22	13:34:36	25.81	NaN	5788.30	1803.60	221.16	1.42	27.75	1019.60	-0.28	2.77	96.97	29.00	4.98	9.95	9.96	9.90	0.4140	4.62	22.56
EQU	0	11/10/22	13:37:06	25.76	NaN	5780.00	1798.10	216.20	1.38	27.64	1019.60	-0.37	2.69	98.07	29.00	9.78	9.95	9.96	9.91	0.4140	4.31	22.50
EQU	0	11/10/22	13:39:36	25.89	NaN	5787.80	1802.30	214.29	1.37	27.52	1019.50	-0.40	2.53	98.19	29.00	2.85	9.95	9.96	9.91	0.4140	4.62	22.37
EQU	0	11/10/22	13:42:06	26.38	NaN	5727.50	1768.00	212.04	1.35	27.36	1019.40	-0.30	2.07	97.43	29.00	10.51	9.95	9.96	9.91	0.4150	4.37	22.25
EQU-DRAIN	0	11/10/22	13:44:36	26.01	NaN	5922.20	1878.10	212.91	1.36	27.42	1019.40	-0.28	2.55	96.73	29.00	-8.30	9.95	9.96	9.91	0.4140	4.50	22.37
EQU	0	11/10/22	13:47:27	25.97	NaN	6097.80	1982.20	220.12	1.41	27.64	1019.40	-0.10	2.41	97.72	29.00	-10.22	9.95	9.96	9.81	0.4100	4.69	23.06
EQU	0	11/10/22	13:49:57	26.25	NaN	6126.30	2003.00	232.45	1.50	28.15	1019.40	0.07	2.66	97.43	29.00	-1.21	9.96	9.96	9.31	0.3910	4.56	24.44
EQU	0	11/10/22	13:52:27	26.48	NaN	6129.50	2007.50	243.66	1.58	28.51	1019.40	0.17	2.66	97.02	29.00	5.82	9.96	9.96	9.02	0.3790	4.44	24.81
EQU	0	11/10/22	13:54:57	26.43	NaN	6170.30	2032.40	242.12	1.57	28.52	1019.30	0.11	2.67	99.19	29.00	-10.28	9.96	9.96	9.34	0.3910	4.69	24.37
EQU	0	11/10/22	13:57:27	26.43	NaN	6150.30	2018.60	235.29	1.52	28.32	1019.40	0.00	2.67	97.72	29.00	-17.41	9.96	9.96	9.77	0.4080	4.87	23.62
EQU	0	11/10/22	13:59:58	26.46	NaN	6155.50	2021.20	229.12	1.48	28.18	1019.30	-0.08	2.68	97.08	29.00	-4.98	9.96	9.96	9.84	0.4110	4.50	23.31
EQU	0	11/10/22	14:02:28	26.45	NaN	6139.80	2011.00	221.08	1.42	28.08	1019.30	-0.05	2.66	96.62	29.00	-3.60	9.96	9.96	9.88	0.4130	4.50	23.00
EQU	0	11/10/22	14:04:58	26.39	NaN	6117.90	1997.40	214.91	1.38	27.99	1019.20	-0.13	2.51	96.79	29.00	-7.80	9.96	9.96	9.90	0.4130	4.50	22.75
EQU	0	11/10/22	14:07:28	26.35	NaN	6137.90	2008.00	209.70	1.34	27.75	1019.20	-0.26	2.67	96.79	29.00	-11.12	9.95	9.96	9.92	0.4150	4.37	22.37
EQU	0	11/10/22	14:09:58	26.36	NaN	6141.90	2010.30	206.58	1.32	27.68	1019.10	-0.32	2.68	97.20	29.00	-2.52	9.95	9.96	9.91	0.4140	4.75	22.31
EQU	0	11/10/22	14:12:28	26.35	NaN	6188.70	2038.80	207.41	1.33	27.72	1019.00	-0.16	2.69	96.73	29.00	0.44	9.95	9.96	9.88	0.4120	4.25	22.69
EQU-DRAIN	0	11/10/22	14:14:58	26.30	NaN	6190.10	2042.80	217.91	1.40	28.10	1018.90	0.07	2.69	96.97	29.00	2.43	9.95	9.96	9.77	0.4090	4.81	23.69
EQU	0	11/10/22	14:17:49	26.37	NaN	6201.00	2052.50	230.79	1.49	28.53	1018.90	0.54	2.17	96.39	29.00	20.10	9.96	9.96	9.70	0.4060	4.75	24.50
EQU	0	11/10/22	14:20:19	26.35	NaN	6171.20	2034.70	230.45	1.49	28.54	1018.90	0.07	2.64	97.55	29.00	18.10	9.96	9.96	9.72	0.4060	4.62	24.19
EQU	0	11/10/22	14:22:50	26.45	NaN	6165.10	2030.70	224.58	1.45	28.49	1018.80	0.02	2.65	97.84	29.00	3.46	9.96	9.96	9.84	0.4110	4.50	23.56
EQU	0	11/10/22	14:25:20	26.36	NaN	6181.20	2039.80	216.33	1.39	28.36	1018.80	-0.03	2.63	96.73	29.00	3.71	9.96	9.96	9.87	0.4110	4.50	23.12
EQU	0	11/10/22	14:27:50	26.34	NaN	6144.70	2016.10	211.70	1.36	28.13	1018.80	-0.05	2.64	97.26	29.00	12.62	9.96	9.96	9.89	0.4130	4.62	22.75
EQU	0	11/10/22	14:30:20	26.31	NaN	6171.60	2031.60	205.66	1.31	27.98	1018.70	-0.15	2.65	97.66	29.00	10.28	9.95	9.96	9.91	0.4140	4.31	22.44
EQU	0	11/10/22	14:32:50	26.27	NaN	6170.70	2028.70	202.62	1.29	27.70	1018.80	-0.28	2.64	97.66	29.00	9.97	9.95	9.96	9.91	0.4130	4.87	21.94
EQU	0	11/10/22	14:35:20	26.16	NaN	6183.70	2035.80	198.12	1.26	27.51	1018.70	-0.30	2.63	96.73	29.00	6.28	9.95	9.96	9.91	0.4130	4.31	21.94
EQU	0	11/10/22	14:37:50	26.11	NaN	6149.60	2014.60	200.08	1.27	27.49	1018.80	-0.20	2.63	97.31	29.00	0.46	9.95	9.96	9.88	0.4120	4.62	22.19
EQU	0	11/10/22	14:40:20	26.32	NaN	6161.60	2022.40	205.83	1.31	27.48	1018.60	-0.13	2.59	97.55	29.00	0.50	9.95	9.96	9.75	0.4070	4.25	22.56
EQU	0	11/10/22	14:42:50	26.06	NaN	6182.40	2037.60	217.95	1.40	27.86	1018.60	0.01	2.54	97.14	29.00	9.13	9.96	9.96	9.52	0.3980	5.00	23.56
EQU-DRAIN	0	11/10/22	14:45:20	26.10	NaN	6149.10	2020.40	229.33	1.48	28.25	1018.60	0.12	2.63	97.20	29.00	1.32	9.96	9.96	9.26	0.3890	4.62	24.19
EQU	0	11/10/22	14:48:12	26.13	NaN	6136.10	2012.00	227.91	1.47	28.15	1018.50	0.06	2.64	96.62	29.00	-3.84	9.96	9.96	9.59	0.4000	5.00	23.56
EQU	0	11/10/22	14:50:42	26.20	NaN	6140.70	2013.90	221.83	1.43	28.06	1018.60	-0.06	2.80	96.73	29.00	6.88	9.95	9.96	9.78	0.4090	4.62	23.31
EQU	0	11/10/22	14:53:12	26.19	NaN	6172.60	2032.20	215.66	1.38	27.93	1018.60	-0.13	2.80	96.85	29.00	9.08	9.96	9.96	9.85	0.4110	4.31	23.06
EQU	0	11/10/22	14:55:42	26.20	NaN	6216.00	2057.40	208.41	1.33	27.71	1018.50	-0.16	2.77	97.72	29.00	-1.61	9.95	9.96	9.88	0.4130	4.62	22.81
EQU	0	11/10/22	14:58:12	26.28	NaN	6161.10	2023.90	206.20	1.32	27.69	1018.50	-0.22	2.74	96.97	29.00	5.63	9.95	9.96	9.89	0.4130	4.31	22.44
EQU	0	11/10/22	15:00:42	26.48	NaN	6116.00	1997.30	204.75	1.31	27.74	1018.50	-0.14	2.67	97.02	29.00	10.33	9.96	9.96	9.88	0.4140	5.00	22.31
EQU	0	11/10/22	15:03:12	26.41	NaN	6103.00	1989.00	202.41	1.29	27.68	1018.50	-0.20	2.74	96.04	29.00	3.13	9.96	9.96	9.89	0.4140	4.37	22.44
EQU	0	11/10/22	15:05:42	26.34	NaN	6102.60	1990.70	210.16	1.35	27.95	1018.50	-0.04	2.72	97.31	29.00	2.34	9.96	9.96	9.79	0.4110	4.75	23.44
EQU	0	11/10/22	15:08:12	26.52	NaN	6124.60	2006.80	221.50	1.43	28.36	1018.40	-0.07	1.84	97.43	29.00	9.63	9.96	9.96	9.67	0.4060	4.62	24.37
EQU	0	11/10/22	15:10:43	26.77	NaN	6146.20	2020.80	224.75	1.45	28.48	1018.40	0.16	2.67	97.08	29.00	15.58	9.96	9.96	9.66	0.4040	4.37	24.31
EQU	0	11/10/22	15:13:13	26.90	NaN	6130.40	2010.00	219.33	1.41	28.28	1018.30	0.00	2.50	97.20	29.00	-5.81	9.96	9.96	9.82	0.4110	4.69	23.37
EQU-DRAIN	0	11/10/22	15:15:42	27.08	NaN	6155.30	2024.00	212.25	1.36	28.12	1018.40	0.14	2.55	97.61	29.00	2.47	9.96	9.96	9.86	0.4130	4.56	22.94
EQU	0	11/10/22	15:18:34	27.14	NaN	6147.30	2018.60	208.45	1.33	28.06	1018.40	0.00	2.44	98.07	29.00	62.48	9.96	9.96	9.88	0.4130	4.69	22.62
EQU	0	11/10/22	15:21:04	26.77	NaN	6117.10	1999.20	206.25	1.32	27.89	1018.40	-0.04	2.58	95.64	29.00	17.58	9.95	9.96	9.85	0.4120	4.31	22.44
EQU	0	11/10/22	15:23:34	26.70	NaN	6108.70	1994.20	207.04	1.32	27.89	1018.30	0.09	2.58	95.35	29.00	2.79	9.95	9.96	9.83	0.4110	5.00	22.44
EQU	0	11/10/22	15:26:04	26.68	NaN	6165.80	2027.60	206.33	1.32	27.72	1018.30	0.23	2.58	97.84	29.00	66.43	9.95	9.96	9.85	0.4120	4.50	22.31
EQU	0	11/10/22	15:28:34	26.58	NaN	6191.00	2042.90	206.87	1.32	27.70	1018.30	0.09	2.58	97.14	29.00	30.17	9.95	9.96	9.84	0.4110	4.31	22.31
EQU	0	11/10/22	15:31:04	26.61	NaN	6174.40	2032.60	207.08	1.32	27.69	1018.30	-0.22	2.60	97.37	29.00	-7.71	9.95	9.96	9.85	0.4110	4.56	22.44
EQU	0	11/10/22	15:33:34	26.63	NaN	6110.00	1996.50	217.25	1.40	28.09	1018.30	0.99	2.37	96.56	29.00	61.97	9.95	9.96	9.62	0.4030	4.31	23.69
EQU	0	11/10/22	15:36:04	27.04	NaN	6142.30	2019.00	227.95	1.47	28.53	1018.30	0.12	2.44	96.44	29.00	46.71	9.96	9.96	9.48	0.3960	4.75	24.37
EQU	0	11/10/22	15:38:34	26.76	NaN	6261.70	2091.50	223.66	1.44	28.39	1018.30	0.12	2.17	96.79	29.00	24.94	9.96	9.96	9.69	0.4050	4.62	23.87
EQU	0	11/10/22	15:41:04	26.55	NaN	6338.10	2138.40	219.95	1.42	28.26	1018.20	0.09	2.46	96.27	29.00	4.47	9.96	9.96	9.80	0.4090	4.44	23.50
EQU	0	11/10/22	15:43:34	26.42	NaN	6520.00	2253.70	214.29	1.37	28.04	1018.20	0.16	2.23	96.91	29.00	36.56	9.96	9.96	9.86	0.4110	4.56	23.31
EQU-DRAIN	0	11/10/22	15:46:05	26.40	NaN	6690.30	2366.90	208.83	1.34	28.02	1018.20	-0.01	2.43	96.50	29.00	6.87	9.95	9.96	9.88	0.4120	4.62	23.06
EQU	0	11/10/22	15:48:56	26.43	NaN	6791.10	2435.50	204.16	1.31	27.96	1018.20	-0.10	2.30	97.96	29.00	-22.93	9.96	9.96	9.89	0.4140	4.87	22.75
EQU	0	11/10/22	15:51:26	26.48	NaN	6841.70	2471.10	200.62	1.28	27.99	1018.10	-0.01	2.39	97.96	29.00	-10.03	9.96	9.96	9.90	0.4130	4.44	22.75
EQU	0	11/10/22	15:53:56	26.42	NaN	6816.00	2452.50	195.95	1.25	27.86	1018.00	-0.03	2.34	97.61	29.00	12.89	9.96	9.96	9.90	0.4140	4.56	22.50
EQU	0	11/10/22	15:56:26	26.52	NaN	6678.60	2356.80	193.41	1.23	27.69	1018.00	0.04	2.46	97.26	29.00	5.57	9.95	9.96	9.91	0.4150	4.31	22.44
EQU	0	11/10/22	15:58:56	26.45	NaN	6569.90	2283.90	192.95	1.23	27.65	1018.10	-0.04	2.54	97.61	29.00	-20.44	9.95	9.96	9.91	0.4140	4.81	22.37
EQU	0	11/10/22	16:01:26	26.44	NaN	6494.90	2234.70	194.95	1.24	27.64	1018.10	-0.10	2.35	97.96	29.00	3.77	9.96	9.96	9.91	0.4140	4.37	22.37
EQU	0	11/10/22	16:03:56	26.46	NaN	6345.00	2138.70	195.08	1.24	27.61	1018.00	0.49	2.11	98.25	29.00	19.93	9.95	9.96	9.92	0.4140	4.75	22.56
EQU	0	11/10/22	16:06:27	26.51	NaN	6289.80	2104.00	196.16	1.25	27.61	1018.10	0.13	2.09	97.96	29.00	0.43	9.96	9.96	9.92	0.4150	4.25	22.31
EQU	0	11/10/22	16:08:56	26.46	NaN	6243.70	2077.20	198.79	1.27	27.82	1018.00	0.22	2.43	98.07	29.00	-29.80	9.96	9.96	9.87	0.4140	5.00	23.25
EQU	0	11/10/22	16:11:27	26.56	NaN	6224.20	2067.80	209.91	1.35	28.23	1018.10	0.43	2.64	96.62	29.00	-4.81	9.96	9.96	9.83	0.4110	4.69	24.06
EQU	0	11/10/22	16:13:57	26.52	NaN	6166.50	2035.10	219.87	1.42	28.61	1018.10	0.20	2.36	97.08	29.00	19.53	9.96	9.96	9.77	0.4100	4.44	24.62
EQU-DRAIN	0	11/10/22	16:16:27	26.61	NaN	6102.50	1996.20	216.54	1.39	28.60	1018.10	-0.20	2.58	96.04	29.00	69.66	9.96	9.96	9.80	0.4110	4.75	24.06
EQU	0	11/10/22	16:19:18	26.48	NaN	6097.70	1993.80	215.50	1.39	28.65	1018.10	0.25	2.60	97.66	29.00	42.94	9.96	9.96	9.33	0.3910	4.44	23.75
EQU	0	11/10/22	16:21:48	26.52	NaN	6096.10	1992.40	213.25	1.37	28.57	1018.00	0.40	2.58	98.13	29.00	36.15	9.96	9.96	8.52	0.3580	4.81	23.56
EQU	0	11/10/22	16:24:18	26.41	NaN	6081.20	1984.00	211.87	1.36	28.65	1018.00	-0.18	2.59	97.02	29.00	42.10	9.96	9.96	5.26	0.2240	4.75	23.50
EQU	0	11/10/22	16:26:48	26.44	NaN	6014.70	1945.30	213.45	1.37	28.78	1018.00	0.22	2.60	97.49	29.00	47.76	9.96	9.96	3.56	0.1530	4.56	24.00
EQU	0	11/10/22	16:29:18	26.35	NaN	6102.40	1997.80	213.54	1.37	28.76	1018.00	0.10	2.54	97.66	29.00	-12.28	9.96	9.96	3.50	0.1500	4.44	23.94
EQU	0	11/10/22	16:31:48	26.28	NaN	6078.70	1983.80	211.12	1.36	28.75	1017.90	-0.01	2.11	96.79	29.00	14.94	9.96	9.96	2.36	0.1050	5.06	23.75
EQU	0	11/10/22	16:34:19	26.45	NaN	6054.70	1968.60	208.00	1.33	28.72	1018.00	0.19	1.35	97.66	29.00	24.57	9.96	9.96	2.28	0.0990	4.81	23.56
EQU	0	11/10/22	16:36:49	26.52	NaN	6104.80	1998.90	203.87	1.31	28.75	1018.00	0.23	2.05	98.48	29.00	2.15	9.96	9.96	2.46	0.1070	4.56	23.44
EQU	0	11/10/22	16:39:19	26.38	NaN	6145.20	2021.70	199.83	1.28	28.52	1018.00	0.05	2.29	97.84	29.00	-24.48	9.96	9.96	2.80	0.1210	4.44	23.25
EQU	0	11/10/22	16:41:49	26.49	NaN	6070.70	1977.30	198.91	1.27	28.53	1017.90	0.13	2.35	97.55	29.00	9.24	9.96	9.96	2.90	0.1260	4.81	23.31
EQU	0	11/10/22	16:44:19	26.53	NaN	6081.20	1983.60	199.50	1.28	28.49	1017.80	0.05	2.21	97.37	29.00	-5.12	9.96	9.96	2.98	0.1290	4.50	23.31
EQU-DRAIN	0	11/10/22	16:46:49	26.46	NaN	6116.10	2003.90	197.58	1.26	28.44	1017.90	-0.04	2.28	98.13	29.00	36.44	9.96	9.96	3.07	0.1320	4.37	23.19
